dong,starbucks,X,Y,subway,pop0,pop10,pop20,pop30,pop40,pop50,pop60,pop70,poptotal,landprice
상계5동,0,962112.5,1962461.5,243.2122388,1588.29625,2625.862625,2878.975,2731.600875,3296.4705,3555.400125,3287.944625,3544.5205,23509.0705,100.43
상계6.7동,1,961263.4146,1961466.073,221.8980845,2287.893439,3583.350146,4999.374634,4349.111341,4589.825805,4418.922171,3718.063,3956.814537,31903.35507,100.43
상계8동,0,960850,1963449,414.7810258,1662.138,1630.534,1724.527,2905.676,2090.201,1908.866,1895.709,1709.477,15527.128,100.43
상계9동,0,960934.375,1963245.875,213.8049466,2070.323562,2280.056188,2272.5175,3632.210125,2897.015625,2541.436125,2485.77175,2521.828313,20701.15919,100.43
상도1동,1,951714.3836,1944435.301,249.1339791,1509.318425,2238.000863,4173.647753,2512.243425,2207.429452,2139.203562,2207.892425,2383.090836,19370.82674,100.441
상도2동,0,950496.4286,1945134.714,78.31139284,1802.308286,1612.975143,3377.794286,2972.949929,2552.764357,2720.367929,2702.587929,3036.276357,20778.02421,100.441
상도3동,1,949866.6667,1944804.556,272.9203187,1344.408556,1436.307556,2391.117889,2375.196556,2234.255889,2217.476778,2249.406333,2365.133778,16613.30333,100.441
상도4동,0,950000,1944830.25,342.1736226,1125.2485,1129.955625,1801.536375,1796.556875,1675.497625,1708.366625,1745.975375,1831.048,12814.185,100.441
상봉1동,1,963531.8182,1955355.818,187.7134005,1150.004955,1391.394091,2709.0585,2613.678682,2282.578682,2570.561909,2319.465,2343.519,17380.26082,100.271
상봉2동,1,963379.1667,1955083.167,289.8838239,1125.513633,1304.888167,2453.623333,2400.7767,2154.11345,2399.6056,2162.839367,2168.187417,16169.54767,100.271
상암동,1,945924.1197,1953347.063,840.8480265,699.3097324,932.7444789,1864.619194,2290.013768,1946.144923,1206.391264,958.843243,953.0497606,10851.11636,100.294
상일동,0,970454.6875,1950250.042,620.3875148,393.8828229,984.8663125,742.2804688,782.7446875,930.753,974.4053854,915.9723333,825.7324063,6550.637417,100.375
서강동,1,949588.1579,1950131.895,209.3901658,1297.828632,1618.142395,2891.680605,2235.324421,2026.277789,1757.448526,1603.826026,1870.021368,15300.54976,100.3278333
서교동,1,948849.5,1950811,171.3907407,1545.03895,4077.24164,9599.5179,4744.63495,3295.15333,2381.29295,2033.06877,2324.99965,30000.94814,100.392
서림동,0,950407.5,1941466.5,1276.441567,1211.20395,1587.11325,5268.5764,3048.1311,2175.42875,2085.29925,2046.74705,2074.87985,19497.3796,100.428
서빙고동,1,954571,1947001,357.8639623,605,745.85494,970.57652,1169.38246,1287.64278,1066.24124,1006.508,1393.94478,8245.15072,100.236
서원동,1,949691.1765,1942643.118,303.8078433,1733.799118,2186.023882,7726.097588,4843.929647,3186.719118,3212.387941,3049.809471,3160.698824,29099.46559,100.428
서초1동,1,957292.9825,1943250.754,200.510619,972.7739649,1780.309263,3731.139105,4059.464088,3638.489649,2895.738561,2732.637632,2800.223684,22610.77595,100.473
서초2동,1,958273.9437,1943513.085,370.6205726,1195.255296,2106.628634,6365.497296,6250.443437,4960.761042,3390.819648,2900.857183,2605.481493,29775.74403,100.473
서초3동,1,956664.5833,1943237.542,360.7889091,711.8294861,1368.911597,2651.975861,3164.646396,2991.044688,2395.678354,2014.160486,1944.775104,17243.02197,100.463
서초4동,1,957499.1228,1944391.105,269.0773278,1276.76193,2566.619702,7559.025877,5676.501474,4813.256246,3375.539491,2920.463561,2760.227123,30948.3954,100.473
석관동,0,961135.2941,1956831.353,252.9888854,987.4216667,1160.595118,1637.70002,1596.093078,1715.189706,1789.942941,1814.096804,1895.308922,12596.34825,100.407
석촌동,1,964581.7073,1944931.927,215.0529098,1334.345146,1545.808122,2481.508146,2977.263317,2298.36761,2254.508878,2207.276146,1974.585488,17073.66285,100.443
성내1동,1,966752.5424,1947674.424,400.8922221,1026.500763,1142.616492,1451.236136,1799.993254,1743.791949,1765.905492,1699.671966,1487.905949,12117.622,100.561
성내2동,1,966852.5,1948551.5,208.133108,1679.4738,2086.47775,4054.31775,3728.9178,3306.5602,3648.3038,3500.2049,3218.00375,25222.25975,100.561
성내3동,1,967666,1947511,443.8978161,971.19976,1458.0882,1779.59048,1868.2616,1860.21824,1989.15312,1873.79476,1652.96484,13453.271,100.561
성북동,1,956426.4706,1954696.059,295.4473706,866.7022353,1314.407588,1856.348,1597.715529,1607.818059,1537.219412,1409.209706,1658.232235,11847.65276,100.368
성산1동,0,948053.4884,1951478.07,390.459208,962.3483953,1220.435395,1619.581,1905.925907,1767.713698,1501.657465,1433.442349,1511.650721,11922.75493,100.28
성산2동,1,946871.5278,1952267.056,392.3494298,628.8820278,801.7500694,1245.298931,1493.851278,1429.423917,1254.339139,1160.838681,1218.269014,9232.653056,100.28
성수1가1동,1,959515.9091,1949464.909,289.1970134,415.1864091,425.4177727,797.9441818,907.3422727,862.3256364,825.3848182,661.3306364,650.9011364,5545.832864,100.702
성수1가2동,1,960058.8235,1950115.176,277.0188861,903.6689118,1075.721441,2601.385471,2719.026382,2219.683912,2007.223971,1642.629794,1490.14,14659.47988,100.702
성수2가1동,1,960668.1818,1948814.909,695.530086,1077.510545,1214.611409,2251.507773,2568.295,2305.944455,2209.159682,1777.633182,1631.953364,15036.61541,100.779
성수2가3동,1,960808.1633,1949604.102,253.2433797,864.5231633,878.1287959,2871.199061,2898.169041,2499.444469,2262.000163,1638.300918,1415.853735,15327.61935,100.779
성현동,0,951565.9091,1943299,625.572212,1474.016364,1718.895318,2315.234773,2642.482045,2486.447227,2222.7445,2345.405,2310.258227,17515.48345,100.36
세곡동,0,965072.9249,1941184.968,1545.659401,220.9209091,159.3229368,192.5092451,288.5476838,264.9577905,247.3932925,234.9720316,231.9319249,1840.555814,100.307
소공동,1,953639.2045,1951623.432,201.9587539,1053.05017,1002.058489,5357.02925,7138.424852,6030.827068,4398.414955,3258.236523,3449.320193,31687.3615,100.49025
송정동,0,961301.5152,1950189.909,596.4857073,693.965697,731.1587273,1656.481667,1775.838394,1602.482879,1512.802394,1238.199727,1127.068242,10337.99773,100.121
송중동,1,958594.2623,1957487.525,304.5056214,1301.735852,1810.156754,2602.782525,2433.322918,2526.836344,2648.842197,2426.117115,2675.408033,18425.20174,100.357
송천동,0,958150,1957790.071,487.3705622,1428.259143,1677.1255,1785.066321,1995.475214,2161.542679,2218.769286,2103.978714,2192.479214,15562.69607,100.357
송파1동,1,965379.0909,1945321.727,199.3954658,1450.584582,1500.347545,2442.917764,2807.761873,2293.763836,2374.935182,2299.584345,2067.903473,17237.7986,100.42
송파2동,0,966101.3158,1944710.842,400.6260002,1235.228263,1551.361368,1358.800079,1500.147053,1582.525789,1659.483974,1444.007158,1373.003026,11704.55671,100.42
수궁동,0,940670.6897,1943890.379,382.6349891,881.5096897,1031.913793,1413.973759,1489.067517,1383.318207,1387.051897,1364.958069,1411.488069,10363.281,100.255
수색동,0,946010,1954299,926.1550548,230.5564,354.45705,631.56365,641.5599,633.7928,603.6707,557.1893,555.07865,4207.86845,100.46
수서동,1,964551.2821,1943201.564,287.7875977,1400.381436,1312.873923,1923.624744,3016.203231,2523.604308,2442.463462,2608.155692,2454.861154,17682.16795,100.37
수유1동,0,957450,1959149,353.9326271,906.615,1172.289,1283.188,1337.687,1442.914,1552.285,1571.212,1666.882,10933.072,100.329
수유2동,0,957705,1960659,474.2951647,1477.2015,1677.927,2191.897,2241.8493,2443.8735,2730.8597,2650.4645,3131.1116,18545.1841,100.329
수유3동,1,958102.6316,1960183.211,281.5809985,1226.967342,1845.969342,3937.411789,2970.107974,2862.960816,3091.882842,2913.555842,3194.750474,22043.60642,100.329
숭인1동,0,957286.6667,1953069,178.5745017,987.9078,1395.342,2174.266,2296.564133,2462.1354,2665.1726,2566.3966,2734.8348,17282.61933,100.402
숭인2동,1,957650,1952725.087,252.3058726,1272.589826,1331.758913,2769.270217,3231.389043,3083.89213,3308.606609,3175.300391,3319.187435,21491.99457,100.402
시흥1동,1,946900.7813,1939316.188,774.6228614,851.0203437,974.8080781,1277.330406,1445.318562,1444.711984,1528.730922,1407.174766,1327.451469,10256.54653,100.342
시흥3동,0,947172.2222,1938159,753.2567836,654.4480222,795.3258222,1072.425622,1261.784244,1316.008489,1405.367844,1245.067733,981.0340667,8731.461844,100.342
시흥5동,0,947225,1938886.5,1229.029412,1272.14975,1411.36625,1378.66075,1694.725,1868.5125,1831.335,1707.11975,1437.429,12601.298,100.342
신길1동,0,948662,1946281,294.896418,1281.33608,1679.34932,3238.22316,2993.02356,2618.93188,2588.13492,2428.64564,2718.01964,19545.6642,100.507
신길3동,1,947590,1945469,702.6936424,1511.5184,1508.478,1585.1775,1756.7651,1928.4479,2090.6074,1983.5691,1990.2636,14354.827,100.507
신길4동,0,947940.9091,1945514.909,632.7651324,1083.760227,1249.767955,1401.661455,1516.662591,1663.133045,1828.839,1756.945955,1772.600636,12273.37086,100.507
신길5동,0,947603.8462,1944841.308,224.6194711,693.6813077,898.9714615,1019.161692,1157.456846,1200.048077,1331.510846,1294.924231,1217.296,8813.050462,100.507
신길6동,0,948071.2963,1944489.741,316.3815276,1381.091926,1488.533241,1693.075537,1852.976444,1951.898019,1946.161278,1856.740019,1753.529389,13924.00585,100.507
신길7동,0,948680,1945226.5,319.3313528,1162.51915,1443.89935,1924.1874,1881.9799,1948.2195,1900.80485,1659.72815,1787.7012,13709.0395,100.507
신내1동,1,965102.2727,1957309.795,503.3547717,449.9101477,480.7739773,559.292625,638.2607727,685.9891932,716.5612955,620.3683068,700.9880682,4852.144386,100.377
신내2동,0,964130,1956419,699.9603202,1821.1986,2056.0526,2312.9866,2521.9108,2525.3824,2993.7524,2550.7182,2739.6754,19521.677,100.377
신당5동,0,957950,1951715.667,337.8858706,801.1705,823.6795,1251.863333,1353.077333,1256.366833,1307.939167,1246.474,1271.238667,9311.809333,100.463
신당동,1,957062.3188,1952060.594,159.4559508,584.9628696,1076.699913,3288.748522,4071.864493,3232.200565,2898.692783,2366.631609,2190.520174,19710.32093,100.474
신대방1동,0,947616.0714,1943499,410.4457266,990.66925,1297.006857,2717.327464,2751.554071,2468.011607,2484.354536,2371.38525,2099.977179,17180.28621,100.403
신대방2동,1,949016,1943895,687.681944,1723.66644,1763.35328,3425.93864,4148.53284,3437.21448,2816.4046,3011.91428,3592.9442,23919.96876,100.403
신도림동,1,945662.8378,1945692.243,367.2477717,1903.428689,2059.966554,4178.243135,4555.074743,3472.233095,3180.10827,2995.835108,2595.14377,24940.03336,100.321
신림동,1,949467.2414,1943143.828,339.0248372,1583.078897,1941.071345,7445.088897,5106.447069,3367.371172,3199.129034,3290.864069,3353.086103,29286.13659,100.428
신사1동,0,948092.5,1955464,369.1970959,1534.348675,1816.34055,2319.319025,2732.265775,2523.2014,2436.557625,2222.517275,2494.108025,18078.65835,100.377
신사2동,0,948214.2857,1954720.429,119.8747312,1078.186143,1646.472143,2099.258,2249.567,2183.444143,2248.130286,2219.258857,2597.153286,16321.46986,100.377
신사동,1,955379.6296,1945932.333,403.698631,888.4208272,1532.614025,3875.481481,3466.848198,2655.538667,2066.020827,2022.281358,2153.848062,18661.05344,100.3805
신수동,0,950134.2105,1950024,212.7319891,1466.207105,1657.193184,2164.018868,2107.5085,2158.687816,1883.234421,1821.400605,2170.974684,15429.22518,100.293
신원동,0,949225,1942599,534.8647103,1112.2535,1520.783,3558.58825,2632.44175,1971.7795,1965.37875,1998.93375,2027.516,16787.6745,100.428
신월1동,0,941026.4151,1948240.509,1154.933757,953.3870566,1108.722698,1320.713925,1493.810113,1548.035189,1660.603642,1602.844925,1481.707774,11169.82532,100.296
신월2동,0,942264.2857,1946984.714,553.498305,1170.552086,1164.154486,1220.002714,1574.072429,1538.308029,1626.899086,1603.0922,1383.370771,11280.4518,100.296
신월3동,1,940410,1948889,1403.148095,577.9149,843.0327,800.6037,847.7136,939.9632,1020.6853,952.3004,883.5974,6865.8112,100.296
신월4동,0,941588.4615,1947249,1066.199078,1042.498077,1049.091308,1079.590538,1403.501769,1444.179308,1520.147923,1539.920154,1269.958846,10348.88792,100.296
신월5동,0,940761.9565,1948993.565,1010.341743,1193.191783,1369.075957,1414.067109,1595.928587,1636.425174,1764.548696,1619.717391,1491.430696,12084.38539,100.296
신월6동,0,941786.8421,1946622.684,1076.558564,994.2738421,1186.693737,1098.713737,1396.290947,1527.285842,1602.861211,1524.465895,1279.850895,10610.43611,100.296
신월7동,0,941233.3333,1946610.111,1598.185622,1029.761889,1125.678778,953.5964444,1267.702222,1505.506778,1305.108667,1269.471778,1138.514111,9595.340667,100.296
신정1동,0,943255.2632,1946691.105,386.6066456,980.0843684,1518.353947,1227.247053,1385.724789,1798.164053,1702.866526,1513.716789,1530.095368,11656.25289,100.3335
신정2동,0,944966.6667,1946861.5,514.8400152,677.2590833,1500.790917,1303.556,1270.76675,1680.283667,1577.562167,1388.50225,1297.617667,10696.3385,100.3335
신정3동,0,941136.2069,1946175.437,1862.760108,679.7117126,825.7851494,642.7713563,840.6844023,1045.440782,921.3385057,823.3917931,700.0024253,6479.126126,100.3335
신정4동,1,942921.4286,1947170.429,209.2476603,1076.434143,1323.208286,1535.470143,1700.850857,1823.639857,1870.495,1865.702286,1779.214571,12975.01514,100.3335
신정6동,1,944641.6667,1946224,584.1942022,629.0246667,1091.952833,776.8581667,852.8696667,1283.910167,1140.805,926.2813333,901.9565,7603.658333,100.3335
신정7동,0,943429.6875,1945913.063,652.1219827,995.9682812,1505.676938,1276.743469,1437.620656,1775.739969,1682.740375,1483.34675,1443.495875,11601.33231,100.3335
신촌동,1,950476.2295,1951264.984,274.1342665,931.1302213,2189.670139,7048.460754,2933.507877,2305.093,2101.77941,1685.229697,1899.776943,21094.64804,100.328
쌍문1동,0,957682.1429,1961281.143,536.0106704,988.6067857,1329.325714,1437.033714,1204.797571,1399.758214,1374.905714,1413.029143,1549.5805,10697.03736,100.3
쌍문2동,0,959280,1961919,618.5915263,1515.4954,1896.586867,1937.889067,2115.0692,2149.8356,2435.6912,2379.351667,2463.270533,16893.18953,100.3
쌍문3동,0,958476.087,1960981.609,513.379863,1325.809261,1661.851304,2049.185609,2150.480174,2181.525304,2247.684087,2203.780478,2344.088696,16164.40491,100.3
쌍문4동,0,958550,1961391.857,473.3314017,1461.421429,2137.304429,1631.591571,1739.042071,1871.999714,1888.629,1911.009429,2076.119143,14717.11679,100.3
아현동,1,951790,1950395.667,194.2231369,1588.9258,1298.7948,2069.674378,2635.773578,2403.639044,2148.518267,1795.120644,1929.689667,15870.13618,100.3083333
안암동,1,958390.2778,1954100.389,247.426149,723.0247222,1850.75825,3543.694111,1635.114028,1421.353778,1422.050417,1380.954222,1549.705861,13526.65539,100.3986
암사1동,0,967189.2857,1950263.286,168.5134612,1885.212286,1806.894071,2243.658857,3019.047929,2748.408,2736.343714,2625.564286,2429.4525,19494.58164,100.456
암사2동,0,967036.1111,1950507.333,419.7599229,1966.5765,1539.739333,1891.459667,2715.836389,2620.187,2535.831667,2223.414944,2148.480556,17641.52606,100.456
암사3동,1,967812.7273,1950842.636,752.4621837,1547.870673,1522.825436,1343.343364,1796.998436,1956.345836,1769.060418,1667.065109,1467.194636,13070.70391,100.456
압구정동,1,958809.7826,1947524.725,339.5524225,1038.191964,1423.798797,3407.392558,3585.335225,2730.605964,2047.843043,2003.250304,2270.802558,18507.22041,100.3646667
약수동,1,956677.5,1950321.5,62.92195317,1438.02175,1379.4149,2096.1955,2675.21675,2424.8284,2371.623,2456.66605,3008.99685,17850.9632,100.463
양재1동,1,958196.9697,1941075.894,1200.717707,514.7667121,485.0100682,1104.191136,1459.192295,1176.845591,925.2488636,897.2036742,823.4085833,7385.866924,100.457
양재2동,1,959440.2174,1940937.043,616.2366102,545.8149565,563.7699348,1306.222489,1830.934609,1607.358848,1357.431663,1075.245467,848.922087,9135.700054,100.457
양평1동,0,946005.7692,1947385.538,376.8997488,1377.477385,1076.783192,2078.969058,2778.511904,2366.715788,2053.946154,1889.002712,1933.597827,15555.00402,100.343
양평2동,1,946490.5405,1948961.162,324.4676697,806.1924324,886.7226757,1900.904297,2239.717662,1889.312311,1562.217865,1245.888297,1149.337608,11680.29315,100.3326
여의동,1,949131.7241,1947436.011,327.2229634,756.0190345,914.9842805,3046.559416,4387.4482,3420.762441,2154.869345,1681.111894,1940.485301,18302.23991,100.206
역삼1동,1,958840.9357,1944666.251,262.5244106,914.8803275,2168.305795,9059.812503,7856.065596,5366.977433,3659.980409,3103.443351,2725.634924,34855.10034,100.387
역삼2동,1,959679.7468,1944359.127,435.6771734,1136.23657,1859.643886,3501.57881,4467.282101,4138.28119,2795.334899,2496.89838,2380.105089,22775.36092,100.387
역촌동,0,948450.9804,1956204.882,393.5137525,1450.213941,1610.161686,1798.525961,2169.432353,2196.266137,2036.565431,1922.196,2020.252314,15203.61382,100.39
연남동,0,948911.1111,1951669.37,510.4098051,846.7808889,1116.937963,2418.545296,2214.655,1681.549148,1446.425407,1418.80837,1616.249148,12759.95122,100.294
연희동,1,949691.3793,1952280.034,973.936225,742.9268966,1028.709431,2384.676431,1802.059483,1600.853431,1523.961707,1444.118914,1631.162155,12158.46845,100.364
염리동,1,951096.875,1950030.25,241.5790357,1344.026812,1820.709,2361.364,2354.2985,2331.489625,2059.029563,1791.849188,2069.324438,16132.09113,100.336
염창동,1,944616.0714,1950125.786,179.0818743,1077.373179,1304.197143,2373.814714,2845.097357,2365.496321,2397.489429,2056.000393,1907.397607,16326.86614,100.345
영등포동,1,947538.7931,1947021.414,269.8859709,1500.894741,1703.227043,5577.987897,4413.970224,3420.768845,3380.017121,3034.849534,3140.698879,26172.41428,100.3892222
영등포본동,0,947734.2593,1946076.778,442.4397064,1503.99013,1514.87737,2162.284,2181.558593,2110.672648,2134.485815,2032.872407,2132.695722,15773.43669,100.413
오금동,1,967497.9839,1944982.468,354.8479182,922.9535968,1172.744831,1213.476282,1278.503177,1419.086024,1499.995685,1441.220419,1332.655839,10280.63585,100.431
오류1동,1,941851.9231,1944216.308,280.2381546,1503.9525,1502.243615,2217.817538,2383.157,2278.884462,2428.473269,2524.566154,2747.061538,17586.15608,100.255
오류2동,0,941404.8544,1943148.029,453.8242333,681.0018155,574.453932,631.5390777,755.5808641,747.7686019,695.3829806,670.493233,715.6738544,5471.894359,100.2543333
오륜동,0,966876.6839,1946447.446,403.5509469,740.8955699,1016.022549,1033.870741,1114.501544,1209.755565,1168.091041,1142.859984,1049.30456,8475.301554,100.533
옥수동,0,957041.6667,1949374,330.3025327,2236.769167,1629.1675,3338.959611,4169.549556,3380.328778,3008.391611,3082.811278,3700.295833,24546.27333,100.339
왕십리2동,0,957950,1951074,417.4564683,1246.5655,1399.927,1491.472,1984.5975,1972.9225,1934.448,1774.959,1770.568,13575.4595,100.322
왕십리도선동,1,958276.3158,1952047.246,328.7424832,1185.409825,1051.580228,1986.265439,2035.384579,1820.812298,1853.314439,1670.559474,1685.465491,13288.79177,100.337
용강동,1,950874.5763,1949225.271,272.695028,1575.674271,1450.501407,2643.059254,3771.436356,3526.110322,2901.523492,2433.856763,2581.591729,20883.75359,100.3
용답동,0,961327.2727,1951476.273,314.4669278,638.1864545,860.0387273,1801.328727,2126.825818,2205.039818,2330.146636,1938.021636,1844.576818,13744.16464,100.1245
용문동,0,952325,1948874,158.2631038,1300.97675,1274.93175,1509.70025,1763.47225,1840.2345,1762.08025,1809.8505,2188.0545,13449.30075,100.353
용산2가동,1,954297.619,1948699,459.6684568,95.95657143,125.2522381,223.836381,242.0727619,213.744,194.562381,195.1810476,191.5509048,1482.156286,100.269
용신동,1,958597.7778,1952921.222,236.7021226,942.5660741,1083.535993,1948.246993,2092.828933,2053.187933,2228.260733,2147.264148,2437.026533,14932.91734,100.334
우이동,0,956800,1962341.857,295.1152795,361.4142143,538.5839286,664.4976429,516.9787857,623.1283571,717.3487857,727.3289286,813.2450714,4962.525714,100.3065
우장산동,0,941564.6341,1950172.171,270.3343375,1501.790244,2131.334049,2327.283634,2642.205244,2640.130927,2411.068098,2336.628024,2239.189707,18229.62993,100.3205
원효로1동,1,952817.5,1948761.5,339.2106355,1535.5033,1208.7316,2065.20595,2746.2536,2347.57955,1952.67535,1753.5415,1771.2466,15380.73745,100.285
원효로2동,0,951897.3684,1948327.947,702.5916436,997.7771579,1254.037105,2106.488526,2420.033211,2240.385526,1806.398158,1558.559947,1762.864526,14146.54416,100.25
월계1동,1,961454.5455,1957453.545,125.654316,1602.334182,2274.065,3484.998364,2850.396727,2835.637,2968.996455,3037.438091,3130.402727,22184.26855,100.359
월계2동,1,960338.2353,1958757.824,867.1510161,983.0197647,1428.917941,1074.784412,1205.229647,1360.739059,1372.410765,1450.012882,1419.711529,10294.826,100.359
월계3동,1,961603.8462,1958256.692,242.9471056,1569.133923,1523.759615,2020.314923,2301.027769,2363.761846,2383.533308,2222.039769,2175.373615,16558.94477,100.359
월곡1동,1,958842.5,1956432.75,529.3341261,1136.17835,1269.3676,1438.5223,1719.1932,1855.432525,1802.03905,1750.833925,1711.073775,12682.64073,100.413
월곡2동,1,959890.2778,1956289.278,147.5259638,1636.064361,1979.533944,2736.424083,2296.756,2447.214389,2341.178222,2250.176194,2381.689583,18069.03678,100.413
위례동,1,968024.0385,1942010.538,1045.401449,320.0055962,232.4557885,260.6721154,392.1352308,391.6288654,331.0334423,245.591,220.1478846,2393.669923,100.5
은천동,0,950602.0833,1942936.5,309.3539728,1500.398792,1610.867333,3043.005958,3003.983625,2494.588125,2544.422,2588.885375,2643.796625,19429.94783,100.36
을지로동,1,955510.7595,1952014.823,138.5696379,550.1352405,611.222,2425.51643,3035.400241,3362.956177,3331.03538,2626.362962,2822.987165,18765.61559,100.4256
응봉동,0,958775,1950349,278.1096589,1405.1016,1778.1149,1859.2625,2485.9892,2659.8026,2134.1612,2050.5992,2232.7435,16605.7747,100.308
응암1동,1,948974.1379,1955807.621,374.3475469,1241.450552,1648.904241,1847.39469,2300.351207,2303.693,2120.538621,1997.014241,2166.792483,15626.13903,100.442
응암2동,0,949100,1954857.333,840.017492,302.4085,237.2696667,236.4398333,347.5256667,350.7046667,310.4135,314.5888333,340.7878333,2440.1385,100.442
응암3동,0,948381.25,1954542.75,341.7671557,1144.27425,1546.917375,1721.209125,1994.507375,2105.343875,2275.902375,2200.277375,2489.689125,15478.12088,100.442
이문1동,1,961176.3158,1955343.737,322.4394497,850.3914737,1959.613421,4093.105579,2023.200684,1831.358737,1792.601579,1694.230474,1893.568,16138.06995,100.103
이문2동,0,961838.8889,1956165.667,346.5016109,888.2974444,1211.781889,1388.263,1445.067,1587.372444,1530.074778,1517.506778,1659.108778,11227.47211,100.103
이촌1동,1,952892.5532,1946796.872,556.6172098,1006.443128,1121.221383,1414.078809,1861.471766,2037.036426,1707.342915,1693.732021,2310.634213,13151.96066,100.334
이촌2동,0,951868.1818,1947562.636,768.9346666,458.2930909,460.8604545,769.0037273,958.8302727,908.1308182,815.4323636,765.8106364,818.0429091,5954.404273,100.334
이태원1동,1,955116,1948343,239.4487485,527.17168,873.46476,4167.91516,2580.3198,1601.77544,1473.17636,1309.7538,1534.07952,14067.65652,100.43
이태원2동,0,954812.5,1948792.75,209.2462128,469.169375,582.780125,1395.614,1263.309875,1008.645625,915.247125,910.105875,1046.58425,7591.45625,100.43
이화동,1,956013.6364,1953378.545,331.1851658,1184.436,2182.621909,5763.825,4120.710318,3324.029182,2971.015409,2553.513727,2991.838727,25091.99027,100.395
인수동,0,957606.6667,1959559,226.0121674,943.0624667,1341.580267,2267.448867,2029.290467,2112.874733,2418.151467,2334.528333,2620.657733,16067.59433,100.329
인헌동,1,952600,1942015.667,65.1815566,1323.451,1876.338333,5201.249667,3935.663,2775.169,2530.655667,2685.248333,2828.361667,23156.13667,100.36
일원1동,0,963485.7143,1943909.204,584.6358329,661.9746327,944.7506939,1212.43,1434.304122,1464.409612,1546.549551,1431.730612,1278.301469,9974.450694,100.37
일원2동,0,962947.3214,1944118.643,417.8383547,467.2502143,685.2279643,794.2135179,1122.441446,1114.890214,1074.055321,995.6729286,875.031375,7128.782982,100.4293333
일원본동,1,963453.0612,1942943.898,356.4837498,669.0934082,1150.728857,1482.057939,1585.099163,1803.781061,1759.443224,1660.569571,1589.497612,11700.27084,100.37
자양1동,1,962760.7143,1948709.714,515.1818647,1200.767786,2173.844464,3679.085429,2663.186393,2385.340179,2514.99675,2229.498036,2298.690357,19145.40939,100.44
자양2동,0,963140.7407,1948300.852,431.334944,1732.815444,2059.347963,3110.619815,3118.688704,2966.695185,3089.02337,2786.445815,2984.547556,21848.18385,100.44
자양3동,1,962085.5263,1948527.947,305.6224019,1420.644632,1996.219,3724.180763,3234.158816,2772.766895,2745.469474,2395.271921,2623.234132,20911.94563,100.44
자양4동,0,961450,1948845.429,428.9122167,1165.667929,1784.457286,4662.069857,3655.355643,2970.238214,2797.103357,2359.806143,2250.909143,21645.60757,100.44
잠실2동,0,962883.5821,1946094.896,269.886691,1983.459119,2841.22797,2949.72597,3277.586425,3537.694366,2536.634948,2515.399127,2226.870746,21868.59867,100.452
잠실3동,1,964089.8693,1945715.667,373.7141895,3459.531562,4068.153791,4548.007026,4833.243484,4466.237477,3738.713307,3564.315582,3200.618745,31878.82097,100.452
잠실4동,0,965415.5556,1946900.111,324.6750823,1904.390289,1775.412722,2815.246744,3363.699056,2966.573711,2789.3419,2645.815533,2484.129367,20744.60932,100.447
잠실6동,1,964777.8571,1946271.143,276.77441,1472.274829,2388.763914,6140.009771,5857.5848,4454.908257,3801.849429,3269.574186,3208.306171,30593.27136,100.447
잠실7동,0,962444.1176,1945509.294,323.7940238,1130.663029,1859.637559,2057.804529,2123.874676,2003.708265,1815.737294,2041.446059,2229.111412,15261.98282,100.452
잠실본동,1,963068.8889,1945326.778,329.9999284,1119.870956,1402.766933,2012.313289,2356.7508,1952.892622,1934.147244,1950.931378,1966.545156,14696.21838,100.452
잠원동,1,956971.6418,1946278.851,313.097038,1428.196881,1925.211463,2347.887657,2975.159254,3236.420209,2479.990493,2375.415075,2395.143537,19163.42457,100.388
장안1동,1,961562.069,1951603.31,328.3092452,717.1125862,880.5017586,1993.361638,2368.188328,2304.730966,2442.188,2083.826741,1986.0905,14776.00052,100.612
장안2동,0,962248.1132,1953086.736,1252.846752,1430.456132,1389.252075,1471.916491,1937.354321,2002.581642,1912.785113,1897.927698,1830.875302,13873.14877,100.612
장위1동,0,959150,1957149,591.5560425,1482.297,1885.381,1396.892,1877.923,2016.469,1891.603,1806.572,1838.804,14195.941,100.454
장위2동,0,960709.0909,1956910.364,185.7620028,842.6276364,1070.429545,1528.297591,1495.821,1644.749955,1705.0155,1732.367364,1900.572818,11919.88141,100.454
장위3동,0,960693.3333,1957579,735.3343755,797.4642,1075.6956,1278.124533,1289.4318,1427.874533,1523.704067,1521.363133,1519.984133,10433.642,100.454
장지동,0,967173.1481,1942439.741,394.1948788,1326.105167,1664.700074,1954.961519,2370.651,2195.22087,2223.060722,1878.123944,1703.501833,15316.32513,100.394
장충동,1,956228.2609,1951168.565,191.6860212,476.631087,1091.162478,2651.785957,1895.636261,1629.888565,1419.563435,1278.866652,1321.487522,11765.02196,100.465
전농1동,1,960406.8627,1953214.686,478.3712495,770.862902,971.2875882,1539.500255,1484.368706,1507.718549,1604.661373,1580.475098,1968.407137,11427.28161,100.543
전농2동,0,961031.7073,1953495.341,892.4569654,1100.050439,1650.112683,2122.426049,1568.26322,1665.793878,1690.832488,1635.103024,1721.361317,13153.9431,100.543
정릉1동,0,957112.5,1955924,136.2675518,1719.448375,2054.126625,2047.05225,2403.9505,2692.244125,2601.51925,2592.8605,2847.14275,18958.34438,100.33
