,dong,starbucks,X,Y,subway,pop0,pop10,pop20,pop30,pop40,pop50,pop60,pop70,poptotal,landprice,0,1,INTO,miss
343,종로5.6?0,956281.5068,1952562.699,-0.7734589909999999,-1.474711691,-0.699532705,0.722372096,1.018206572,1.4443154280000001,2.388197419,1.9149032730000002,1.9058084659999999,23078.118440000002,0.47955619,0.383878365,0.616121635,1.0,,1
295,월계2동,1.0,960338.2353,1958757.824,1.261665788,-0.33974372399999997,-0.08633326599999999,-0.9213871109999999,-1.009280483,-0.946879673,-0.969162722,-0.743754008,-0.7864327590000001,10294.826,-0.252877069,0.7804069779999999,0.219593022,0.0,1
231,신대방2?1,949016.0,1943895.0,0.7197222679999999,1.282253406,0.420657709,0.710853854,1.451532539,1.227230423,0.839528671,1.4385211269999998,2.072923124,23919.96876,0.204893718,0.484035462,0.515964538,1.0,,1
336,전농1동,1.0,960406.8627,1953214.686,0.087665874,-0.804361785,-0.7800830940000001,-0.5987675960000001,-0.7759001659999999,-0.792989293,-0.678254502,-0.5614733270000001,-0.06450545,11427.28161,1.66143713,0.546767864,0.453232136,0.0,1
152,사당1동,1.0,953487.5,1942015.667,0.381297801,1.668086116,0.08741731900000001,0.214333425,0.37643558200000005,-0.080666432,0.38655933,0.8137741890000001,0.488239494,18612.85925,0.5794334520000001,0.6469603660000001,0.353039635,0.0,1
44,길동,1.0,968644.2623,1948697.361,0.507569271,0.127362892,-0.257859183,-0.28880141800000003,-0.126348621,-0.125989938,0.191061423,0.214270381,-0.211473725,15195.2041,1.234877987,0.559041957,0.44095804299999997,0.0,1
284,왕십리도,1.0,958276.3158,1952047.246,-0.364168748,0.10348529199999999,-0.658362572,-0.288609961,-0.315211291,-0.465174056,-0.36680119200000005,-0.435608215,-0.436776155,13288.79177,-0.481762462,0.561333734,0.438666266,0.0,1
220,신길1동,0.0,948662.0,1946281.0,-0.466373855,0.31356131800000003,0.29331097100000003,0.580536203,0.48544372799999996,0.37047264799999996,0.553606809,0.623583224,0.92177133,19545.6642,1.286897395,0.370206511,0.629793489,1.0,1
9,갈현1동,1.0,948807.1429,1958220.429,-0.356339784,1.201967987,1.887393426,1.165303672,0.823329167,1.149241931,1.808301021,2.102206791,2.509293999,26259.69357,-0.38812752899999997,0.625787466,0.374212534,0.0,1
147,북가좌2?1,948150.0,1953731.5,-0.10038194199999999,0.8796236009999999,0.611196999,-0.278669939,-0.13594208,0.21457425100000002,0.356725502,0.535913463,0.735060198,17522.23985,-0.076011083,0.672460087,0.327539913,0.0,,1
391,혜화동,0.0,955952.5,1954239.0,-0.47181776299999995,-0.102405299,1.59734768,1.591468024,0.27054833300000003,0.24083548800000001,-0.023577286,-0.130339402,0.022477505,19607.3711,0.211136047,0.20418952,0.79581048,1.0,1
278,오금동,1.0,967497.9839,1944982.468,-0.285338055,-0.471287083,-0.47468174399999996,-0.825103103,-0.948018545,-0.885789268,-0.809354736,-0.7560387609999999,-0.900973279,10280.63585,0.49620240000000004,0.6225006820000001,0.377499318,0.0,1
196,성산2동,1.0,946871.5278,1952267.0559999999,-0.17209458100000002,-1.11529624,-1.037095382,-0.8030108770000001,-0.767972054,-0.8749652929999999,-1.11705472,-1.147785702,-1.051473796,9232.653056000001,-1.074783709,0.6242710370000001,0.37572896299999997,0.0,1
107,명일1동,1.0,968633.3333,1950029.0,-0.8158355159999999,1.165543607,1.763365991,0.211786019,0.401055627,0.983359483,1.730265889,1.9342327730000002,1.2161056909999999,22958.85367,-0.128030491,0.7112575320000001,0.28874246800000003,0.0,1
