dong,starbucks,X,Y,subway,pop0,pop10,pop20,pop30,pop40,pop50,pop60,pop70,poptotal,landprice,0,1,INTO,FN,FT
삼성2동,1,959997.7778,1945804.556,-0.752459466,-0.502889207,0.001755855,0.999861604,2.040215749,1.563210705,0.691512146,0.715871943,0.37458329,22343.5985,1.349320684,0.105366045,0.894633955,1,FALSE,FALSE
삼성동,0,949550,1940432.333,6.069955753,-1.352195303,-1.038715545,-1.026360241,-1.160528098,-1.145276653,-1.033196305,-0.999983369,-0.998870193,8286.706667,0.464990755,0.871339263,0.128660737,0,FALSE,FALSE
삼전동,1,963871.9512,1944939.244,-0.644228875,0.708287599,0.146945068,-0.174132695,0.311320994,-0.082716024,0.02284757,0.220896445,-0.029738201,16466.05895,0.517010163,0.544645649,0.455354351,0,TRUE,FALSE
삼청동,1,954126.3158,1953425.316,0.157269098,-1.218665044,-1.03340484,-0.201615034,0.070768771,-0.120164661,-0.791690189,-1.390287671,-1.171150187,11773.49716,0.234618647,0.233893913,0.766106087,1,FALSE,FALSE
상계10동,1,961192.5532,1962410.702,-0.499356298,1.383898745,2.206085831,0.730247778,0.482837295,0.79341471,1.191828064,0.763978895,0.583067921,22265.23615,0.485798518,0.410438534,0.589561466,1,FALSE,FALSE
상계1동,0,960850,1964310.29,-0.358441396,0.030260285,-0.000124795,-0.416233637,-0.284758127,-0.100503989,0.356866556,0.334851452,0.203361459,15506.1596,0.485798518,0.636751604,0.363248397,0,FALSE,FALSE
상계2동,1,961559.6774,1961892.548,-0.842894476,2.069887835,4.526661875,3.253766793,1.931706471,2.643397049,3.350175063,2.464840448,2.285907149,35478.80261,0.485798518,0.112673819,0.887326181,1,FALSE,FALSE
상계3.4?0,962755,1963154,-0.743308537,-0.149279617,0.130194584,-0.486040707,-0.572267592,-0.187052924,0.140984272,0.424474318,0.634083113,15202.2043,0.485798518,0.682247057,0.317752943,0,,FALSE,FALSE
상계5동,0,962112.5,1962461.5,-0.622444791,0.985796179,1.728188352,0.33113548,0.266875573,1.079868742,1.765166173,1.82418834,2.009211312,23509.0705,0.485798518,0.645712258,0.354287742,0,FALSE,FALSE
상계6.7?1,961263.4146,1961466.073,-0.686807234,2.517895992,3.179702219,1.803179765,1.619230583,2.434036867,2.846780827,2.425146016,2.551672962,31903.35507,0.485798518,0.272295295,0.727704705,1,,FALSE,FALSE
상계8동,0,960850,1963449,-0.104357795,1.147507708,0.219308843,-0.470316545,0.41241489,-0.183118853,-0.297219433,-0.121031243,-0.405183841,15527.128,0.485798518,0.576688145,0.423311855,0,FALSE,FALSE
상계9동,0,960934.375,1963245.875,-0.711246116,2.041423569,1.203959235,-0.089885295,1.019849638,0.66163173,0.495113687,0.703399331,0.663639363,20701.15919,0.485798518,0.523217128,0.476782872,0,FALSE,FALSE
상도1동,1,951714.3836,1944435.301,-0.604562887,0.812836778,1.140204997,1.229935686,0.083476979,-0.060378387,-0.008707422,0.31514874,0.481100316,19370.82674,0.600241215,0.351637562,0.648362438,1,FALSE,FALSE
상도2동,0,950496.4286,1945134.714,-1.120396577,1.454477022,0.192690298,0.677430616,0.46866073,0.301193966,0.719236814,1.006333023,1.340506622,20778.02421,0.600241215,0.466835874,0.533164126,1,FALSE,TRUE
상도3동,1,949866.6667,1944804.556,-0.532735176,0.451688415,-0.075130897,-0.007549389,-0.031104054,-0.032290586,0.089334612,0.373151614,0.457473936,16613.30333,0.600241215,0.536522813,0.463477187,0,TRUE,FALSE
상도4동,0,950000,1944830.25,-0.32361068,-0.028266459,-0.539548517,-0.416854354,-0.514888418,-0.617321341,-0.548357274,-0.33023777,-0.245230993,12814.185,0.600241215,0.576245062,0.423754939,0,FALSE,FALSE
상봉1동,1,963531.8182,1955355.818,-0.790034869,0.025949539,-0.143217964,0.213174409,0.168284144,0.018304317,0.531595529,0.471036978,0.429035038,17380.26082,-1.168418642,0.615176312,0.384823689,0,TRUE,FALSE
상봉2동,1,963379.1667,1955083.167,-0.481510407,-0.027685825,-0.274357582,0.035843744,-0.009717215,-0.116201277,0.317462201,0.252200997,0.198348559,16169.54767,-1.168418642,0.637173119,0.362826881,0,TRUE,FALSE
상암동,1,945924.1197,1953347.063,1.182238539,-0.961061382,-0.838512949,-0.373060391,-0.102322988,-0.333948364,-1.177112393,-1.430011982,-1.400426875,10851.11636,-0.929129367,0.41615374,0.58384626,1,FALSE,FALSE
상일동,0,970454.6875,1950250.042,0.516512994,-1.629938442,-0.759498275,-1.152221205,-1.362508275,-1.397083429,-1.467689023,-1.489910847,-1.56794029,6550.637417,-0.086414965,0.697552342,0.302447658,0,FALSE,FALSE
서강동,1,949588.1579,1950131.895,-0.724577449,0.349679582,0.200523652,0.339956088,-0.148047213,-0.250047697,-0.486879164,-0.528847612,-0.19395313,15300.54976,-0.577131723,0.408370078,0.591629922,1,FALSE,FALSE
서교동,1,948849.5,1950811,-0.839324474,0.891063807,3.928422527,4.99673559,1.949916749,1.07848964,0.294524477,0.07088664,0.404668843,30000.94814,0.090451021,0.015172432,0.984827568,1,FALSE,FALSE
서림동,0,950407.5,1941466.5,2.497602205,0.159973761,0.153484674,1.990067611,0.531517592,-0.093883743,-0.076225899,0.089997815,0.075582348,19497.3796,0.464990755,0.286241722,0.713758278,1,FALSE,TRUE
서빙고동,1,954571,1947001,-0.276230494,-1.167597265,-1.121830226,-0.993731319,-1.039251307,-1.023412897,-1.352658947,-1.363415196,-0.82033447,8245.15072,-1.532554495,0.679186692,0.320813308,0,TRUE,FALSE
서원동,1,949691.1765,1942643.118,-0.439463987,1.30444371,1.061409914,3.696151673,2.032934252,0.964956914,1.335522243,1.491467961,1.504211189,29099.46559,0.464990755,0.087845598,0.912154402,1,FALSE,FALSE
서초1동,1,957292.9825,1943250.754,-0.751391054,-0.362181761,0.44636232,0.922733064,1.377064661,1.437969434,0.938899353,1.048318208,1.029928464,22610.77595,0.933165424,0.199626539,0.800373461,1,FALSE,FALSE
서초2동,1,958273.9437,1943513.085,-0.237709304,0.12504662,0.941049804,2.751582615,3.208880875,2.822413265,1.559018968,1.283353111,0.773703147,29775.74403,0.933165424,0.022682179,0.977317821,1,FALSE,FALSE
서초3동,1,956664.5833,1943237.542,-0.26739802,-0.933643444,-0.177300551,0.173545949,0.628932754,0.760081985,0.312543083,0.044468149,-0.095598481,17243.02197,0.829126608,0.24814749,0.75185251,1,FALSE,FALSE
서초4동,1,957499.1228,1944391.105,-0.544339872,0.303544048,1.638378384,3.580165538,2.729024142,2.667972878,1.539879628,1.310746973,0.977304369,30948.3954,0.933165424,0.015719425,0.984280575,1,FALSE,FALSE
석관동,0,961135.2941,1956831.353,-0.59292221,-0.330103672,-0.493100236,-0.530594408,-0.682490561,-0.575762962,-0.446177904,-0.235059098,-0.160681903,12596.34825,0.246509244,0.62306787,0.37693213,0,FALSE,FALSE
석촌동,1,964581.7073,1944931.927,-0.707477637,0.429649807,0.090867705,0.055202207,0.472267032,0.034835631,0.135719602,0.31428768,-0.056376497,17073.66285,0.621048978,0.476707608,0.523292393,1,FALSE,FALSE
성내1동,1,966752.5424,1947674.424,-0.146297875,-0.244521458,-0.520355135,-0.660043164,-0.512015358,-0.545815858,-0.476286292,-0.394932493,-0.696708304,12117.622,1.848706997,0.498170374,0.501829626,1,FALSE,FALSE
성내2동,1,966852.5,1948551.5,-0.728373392,1.185472664,0.910501847,1.14709326,1.100704206,1.090432854,1.881533759,2.120756562,1.579608167,25222.25975,1.848706997,0.388831452,0.611168548,1,FALSE,FALSE
성내3동,1,967666,1947511,-0.0164337,-0.365629229,-0.042112287,-0.432089845,-0.454938114,-0.42391527,-0.196654861,-0.15164963,-0.479537765,13453.271,1.848706997,0.51261639,0.48738361,0,TRUE,FALSE
성북동,1,956426.4706,1954696.059,-0.464710142,-0.594476115,-0.25992651,-0.378802499,-0.681134075,-0.688183161,-0.762729721,-0.800763852,-0.472607372,11847.65276,-0.159242135,0.547035888,0.452964112,0,TRUE,FALSE
성산1동,0,948053.4884,1951478.07,-0.177802492,-0.38501349,-0.402384702,-0.543173169,-0.423448046,-0.520769322,-0.807273254,-0.766906213,-0.66546694,11922.75493,-1.074783709,0.610925834,0.389074166,0,FALSE,FALSE
성산2동,1,946871.5278,1952267.056,-0.172094581,-1.11529624,-1.037095382,-0.803010877,-0.767972054,-0.874965293,-1.11705472,-1.147785702,-1.051473796,9232.653056,-1.074783709,0.624271037,0.375728963,0,TRUE,FALSE
성수1가1,1,959515.9091,1949464.909,-0.483584372,-1.583284137,-1.607600517,-1.113577805,-1.258335738,-1.468728207,-1.65434648,-1.845694025,-1.797968499,5545.832864,3.31565429,0.308112016,0.691887984,1,FALSE,FALSE
성수1가2,1,960058.8235,1950115.176,-0.520358715,-0.513520046,-0.621765432,0.1384246,0.256362393,-0.047547729,-0.174020005,-0.474631323,-0.693768929,14659.47988,3.31565429,0.157182959,0.842817041,1,FALSE,FALSE
성수2가1,1,960668.1818,1948814.909,0.743421336,-0.13281135,-0.411213639,-0.10447087,0.130340124,0.042768735,0.078916936,-0.286005756,-0.50718289,15036.61541,4.116753167,0.210191226,0.789808774,1,FALSE,FALSE
성수2가3,1,960808.1633,1949604.102,-0.592153712,-0.599248227,-0.921308202,0.325737193,0.406138532,0.245367008,0.145102899,-0.480679591,-0.791508518,15327.61935,4.116753167,0.08187315,0.91812685,1,FALSE,FALSE
성현동,0,951565.9091,1943299,0.532169246,0.735526174,0.353261167,-0.060229697,0.192365826,0.231758643,0.095932759,0.507280121,0.385273324,17515.48345,-0.242473188,0.640590882,0.359409118,0,FALSE,FALSE
세곡동,0,965072.9249,1941184.968,3.310560443,-2.008720575,-2.010989946,-1.533888686,-1.775692491,-2.094183945,-2.378316536,-2.441398583,-2.34921278,1840.555814,-0.793878908,0.811167035,0.188832965,0,FALSE,FALSE
소공동,1,953639.2045,1951623.432,-0.747018115,-0.186378941,-0.733435604,2.051474202,3.951297163,3.942793178,2.821094273,1.782680436,1.883954794,31687.3615,1.11263238,0.015102664,0.984897336,1,FALSE,FALSE
송정동,0,961301.5152,1950189.909,0.444336604,-0.972764682,-1.144109113,-0.517555632,-0.532210557,-0.693769199,-0.793313543,-1.039697517,-1.171468064,10337.99773,-2.729000869,0.686555944,0.313444056,0,FALSE,FALSE
송중동,1,958594.2623,1957487.525,-0.437356903,0.358236293,0.491609957,0.139394477,0.017493762,0.274046833,0.62964642,0.620050391,0.865706579,18425.20174,-0.273684832,0.59826233,0.40173767,0,TRUE,FALSE
송천동,0,958150,1957790.071,0.114841136,0.635319039,0.289939746,-0.428288353,-0.348578389,-0.10842273,0.090953558,0.169961401,0.230309652,15562.69607,-0.273684832,0.69411928,0.30588072,0,FALSE,FALSE
송파1동,1,965379.0909,1945321.727,-0.754758487,0.684211175,0.021951238,0.02841162,0.330551642,0.03001539,0.28656098,0.443259898,0.066403421,17237.7986,0.381759703,0.525700945,0.474299055,0,TRUE,FALSE
송파2동,0,966101.3158,1944710.842,-0.147101786,0.212586387,0.09928621,-0.724215015,-0.762708334,-0.714664659,-0.609585811,-0.752145153,-0.84788786,11704.55671,0.381759703,0.611119462,0.388880538,0,FALSE,FALSE
수궁동,0,940670.6897,1943890.379,-0.201429319,-0.562048172,-0.688176124,-0.685911811,-0.771971622,-0.923238867,-0.950823801,-0.862591857,-0.797252493,10363.281,-1.334880746,0.703678505,0.296321495,0,FALSE,FALSE
수색동,0,946010,1954299,1.439840535,-1.987619099,-1.715174215,-1.229084103,-1.480548905,-1.708006526,-1.932057096,-1.9911994,-1.924043629,4207.86845,0.797914964,0.618200511,0.38179949,0,FALSE,FALSE
수서동,1,964551.2821,1943201.564,-0.48784039,0.57426758,-0.262251487,-0.332096989,0.504823599,0.270662828,0.371144318,0.874393118,0.575529635,17682.16795,-0.138434372,0.670828759,0.329171241,0,TRUE,FALSE
수유1동,0,957450,1959149,-0.288101964,-0.507068189,-0.475372766,-0.776707162,-0.898536615,-0.860840914,-0.743859142,-0.574415647,-0.461226742,10933.072,-0.564993514,0.721846412,0.278153589,0,FALSE,FALSE
수유2동,0,957705,1960659,0.075357303,0.74250154,0.291154789,-0.145854436,-0.142591945,0.187183124,0.732378404,0.933506618,1.46528282,18545.1841,-0.564993514,0.766292246,0.233707755,0,FALSE,FALSE
수유3동,1,958102.6316,1960183.211,-0.506582484,0.194495183,0.545900448,1.065933676,0.466284651,0.625975683,1.18458217,1.301095568,1.549013472,22043.60642,-0.564993514,0.517297122,0.482702878,0,TRUE,FALSE
숭인1동,0,957286.6667,1953069,-0.817631641,-0.329039052,-0.137233087,-0.158094398,-0.096846412,0.206303688,0.650101258,0.816047675,0.943895297,17282.61933,0.194489836,0.626812673,0.373187327,0,FALSE,FALSE
숭인2동,1,957650,1952725.087,-0.594984706,0.294407247,-0.233622576,0.254975168,0.684734405,0.85729506,1.456042063,1.66680279,1.712737109,21491.99457,0.194489836,0.599209155,0.400790845,0,TRUE,FALSE
시흥1동,1,946900.7813,1939316.188,0.982258126,-0.628819054,-0.774746168,-0.780773677,-0.808548893,-0.85895839,-0.773362078,-0.803607053,-0.907820749,10256.54653,-0.429743055,0.706713287,0.293286714,0,TRUE,FALSE
시흥3동,0,947172.2222,1938159,0.91773889,-1.059307371,-1.046834292,-0.923024653,-0.961996775,-0.993713449,-0.927881947,-1.030101599,-1.36360749,8731.461844,-0.429743055,0.691309123,0.308690877,0,FALSE,FALSE
시흥5동,0,947225,1938886.5,2.354431519,0.293443492,-0.112940947,-0.710427149,-0.600027185,-0.415231018,-0.394331796,-0.384526514,-0.763121608,12601.298,-0.429743055,0.763877021,0.236122979,0,FALSE,FALSE
신길1동,0,948662,1946281,-0.466373855,0.313561318,0.293310971,0.580536203,0.485443728,0.370472648,0.553606809,0.623583224,0.92177133,19545.6642,1.286897395,0.370206511,0.629793489,1,FALSE,TRUE
신길3동,1,947590,1945469,0.765053157,0.817654666,0.034276691,-0.567057099,-0.548157202,-0.35247749,-0.069577114,0.001726129,-0.035748563,14354.827,1.286897395,0.649242791,0.350757209,0,TRUE,FALSE
신길4동,0,947940.9091,1945514.909,0.553889738,-0.119124708,-0.357917681,-0.694459377,-0.748900157,-0.630267297,-0.39745819,-0.314909771,-0.322131095,12273.37086,1.286897395,0.636665043,0.363334957,0,FALSE,FALSE
신길5동,0,947603.8462,1944841.308,-0.678589451,-0.973387487,-0.889711531,-0.960002052,-1.049221978,-1.115126253,-1.020392395,-0.96044253,-1.052754005,8813.050462,1.286897395,0.560308571,0.439691429,0,FALSE,FALSE
신길6동,0,948071.2963,1944489.741,-0.401495179,0.53202405,0.004041212,-0.492151083,-0.467717603,-0.32792476,-0.250504796,-0.175478367,-0.347223431,13924.00585,1.286897395,0.524002972,0.475997028,0,FALSE,FALSE
신길7동,0,948680,1945226.5,-0.392587579,0.053355304,-0.063622032,-0.331706376,-0.443468629,-0.331776241,-0.307316521,-0.450741648,-0.30226305,13709.0395,1.286897395,0.439246204,0.560753796,1,FALSE,TRUE
신내1동,1,965102.2727,1957309.795,0.163108722,-1.507240045,-1.523682662,-1.279256791,-1.483307213,-1.653355888,-1.790654658,-1.902926238,-1.732068348,4852.144386,-0.065607202,0.64454699,0.35545301,0,TRUE,FALSE
신내2동,0,964130,1956419,0.756799333,1.495846323,0.864378502,-0.061790446,0.091559599,0.272524525,1.061667735,0.79414195,0.950264149,19521.677,-0.065607202,0.727754453,0.272245547,0,FALSE,FALSE
신당5동,0,957950,1951715.667,-0.336558423,-0.737988926,-1.003851218,-0.798453674,-0.88566919,-1.056159421,-1.049917377,-1.028136774,-0.981780803,9311.809333,0.829126608,0.549676824,0.450323177,0,FALSE,FALSE
신당동,1,957062.3188,1952060.594,-0.87536401,-1.211478065,-0.620282106,0.615612407,1.387432291,1.012576872,0.942599699,0.536937756,0.227732113,19710.32093,0.943569305,0.184553944,0.815446056,1,FALSE,FALSE
신대방1?0,947616.0714,1943499,-0.117449117,-0.322991548,-0.286305342,0.218914969,0.283557879,0.212456191,0.423615474,0.543579502,0.108603292,17180.28621,0.204893718,0.498271959,0.501728041,1,,FALSE,FALSE
신대방2?1,949016,1943895,0.719722268,1.282253406,0.420657709,0.710853854,1.451532539,1.227230423,0.839528671,1.438521127,2.072923124,23919.96876,0.204893718,0.484035462,0.515964538,1,,FALSE,FALSE
신도림동,1,945662.8378,1945692.243,-0.247894165,1.675928098,0.870311904,1.233125936,1.791430791,1.263895593,1.295089963,1.416055447,0.760101645,24940.03336,-0.648224567,0.365552575,0.634447426,1,FALSE,FALSE
신림동,1,949467.2414,1943143.828,-0.33311908,0.97437031,0.690071388,3.501067109,2.252417686,1.154103123,1.318914644,1.828267362,1.757338111,29286.13659,0.464990755,0.106525316,0.893474684,1,FALSE,FALSE
신사1동,0,948092.5,1955464,-0.242007782,0.86765238,0.500984351,-0.057394288,0.267431478,0.270240976,0.363746893,0.335582454,0.627167351,18078.65835,-0.065607202,0.567281481,0.432718519,0,FALSE,FALSE
신사2동,0,948214.2857,1954720.429,-0.994887587,-0.131331808,0.243470449,-0.210167176,-0.136139393,-0.085491471,0.127730022,0.331029821,0.762745596,16321.46986,-0.065607202,0.629252851,0.370747149,0,FALSE,FALSE
신사동,1,955379.6296,1945932.333,-0.13782335,-0.546912959,0.070865967,1.022939821,0.881595182,0.408800665,-0.100373314,0.055814561,0.179482048,18661.05344,-0.029193616,0.2540793,0.7459207,1,FALSE,FALSE
신수동,0,950134.2105,1950024,-0.714486131,0.718424098,0.25972313,-0.165208261,-0.254910509,-0.111411827,-0.329324568,-0.224854291,0.202015809,15429.22518,-0.939533249,0.575959676,0.424040324,0,FALSE,FALSE
신원동,0,949225,1942599,0.258259417,-0.056725174,0.052930593,0.802943145,0.183971418,-0.307108464,-0.226433726,0.023193485,0.013264997,16787.6745,0.464990755,0.416188132,0.583811868,1,FALSE,TRUE
신월1동,0,941026.4151,1948240.509,2.130684555,-0.404638591,-0.571736809,-0.750655552,-0.768006471,-0.750776988,-0.608183358,-0.530218398,-0.704863339,11169.82532,-0.908321604,0.804935817,0.195064183,0,FALSE,FALSE
신월2동,0,942264.2857,1946984.714,0.314527363,0.070947227,-0.487704373,-0.820572261,-0.700901406,-0.760961513,-0.650400395,-0.529872907,-0.834246857,11280.4518,-0.908321604,0.750335134,0.249664866,0,FALSE,FALSE
신월3동,1,940410,1948889,2.880218447,-1.226912936,-0.974512519,-1.111731489,-1.308189595,-1.38744017,-1.409720573,-1.439153586,-1.491806422,6865.8112,-0.908321604,0.823016537,0.176983463,0,TRUE,FALSE
신월4동,0,941588.4615,1947249,1.862732067,-0.209487753,-0.662135678,-0.918050556,-0.843510738,-0.859516112,-0.784112814,-0.618136344,-0.983464683,10348.88792,-0.908321604,0.811956275,0.188043725,0,FALSE,FALSE
신월5동,0,940761.9565,1948993.565,1.694059435,0.12052758,-0.177051388,-0.685847005,-0.682628087,-0.658230956,-0.477985763,-0.506644334,-0.69207074,12084.38539,-0.908321604,0.784295951,0.215704049,0,FALSE,FALSE
신월6동,0,941786.8421,1946622.684,1.894014651,-0.315097584,-0.453535744,-0.904774664,-0.849539503,-0.772501957,-0.680509316,-0.639728901,-0.970449561,10610.43611,-0.908321604,0.803202978,0.196797022,0,FALSE,FALSE
신월7동,0,941233.3333,1946610.111,3.469174096,-0.237379676,-0.546032051,-1.00551939,-0.95704892,-0.79530506,-1.053462753,-0.996004478,-1.156408557,9595.340667,-0.908321604,0.817161419,0.182838581,0,FALSE,FALSE
신정1동,0,943255.2632,1946691.105,-0.189436091,-0.346172166,0.049248243,-0.815543026,-0.858373571,-0.488887209,-0.555246488,-0.654747459,-0.641199032,11656.25289,-0.518176048,0.65869518,0.341304821,0,FALSE,FALSE
신정2동,0,944966.6667,1946861.5,0.19779076,-1.009351735,0.022623372,-0.762567092,-0.954486754,-0.612310262,-0.71219793,-0.829696131,-0.947073544,10696.3385,-0.518176048,0.651212281,0.348787719,0,FALSE,FALSE
신정3동,0,941136.2069,1946175.437,4.268110797,-1.00398054,-1.000659135,-1.221303381,-1.314066509,-1.277003093,-1.534158564,-1.619263578,-1.733365173,6479.126126,-0.518176048,0.818487794,0.181512206,0,FALSE,FALSE
신정4동,1,942921.4286,1947170.429,-0.725007773,-0.135168643,-0.246584994,-0.601565419,-0.594905528,-0.462213547,-0.345281479,-0.162956365,-0.313429039,12975.01514,-0.518176048,0.675117427,0.324882573,0,TRUE,FALSE
신정6동,1,944641.6667,1946224,0.407219894,-1.114983865,-0.597159272,-1.128216342,-1.303878752,-1.027321016,-1.259263236,-1.475507201,-1.467651069,7603.658333,-0.518176048,0.653035066,0.346964934,0,TRUE,FALSE
신정7동,0,943429.6875,1945913.063,0.612341701,-0.311386806,0.03003039,-0.781181146,-0.814984896,-0.51236566,-0.580455734,-0.697180215,-0.755139327,11601.33231,-0.518176048,0.682664883,0.317335117,0,FALSE,FALSE
신촌동,1,950476.2295,1951264.984,-0.529069413,-0.453380486,1.066937497,3.225716094,0.435684339,0.041877245,-0.055583482,-0.415111107,-0.154803259,21094.64804,-0.575397396,0.071033829,0.928966171,1,FALSE,FALSE
쌍문1동,0,957682.1429,1961281.143,0.261719878,-0.327508292,-0.237311211,-0.669902906,-1.009641729,-0.90602586,-0.966037645,-0.795427368,-0.615562142,10697.03736,-0.866706078,0.723174769,0.276825231,0,FALSE,FALSE
쌍문2동,0,959280,1961919,0.51108964,0.826364194,0.622634649,-0.322194273,-0.248589221,-0.120680269,0.362661642,0.554710111,0.586593985,16893.18953,-0.866706078,0.806799709,0.193200291,0,FALSE,FALSE
쌍문3동,0,958476.087,1960981.609,0.193381533,0.410956438,0.266784659,-0.244928914,-0.218983101,-0.087500533,0.12717113,0.309403563,0.429784596,16164.40491,-0.866706078,0.726980502,0.273019498,0,FALSE,FALSE
쌍문4동,0,958550,1961391.857,0.072447024,0.707943591,0.987553116,-0.534835075,-0.562974928,-0.411579838,-0.322567525,-0.099653616,0.077212905,14717.11679,-0.866706078,0.776492471,0.22350753,0,FALSE,FALSE
아현동,1,951790,1950395.667,-0.77037739,0.987174877,-0.28359489,-0.230705003,0.186757065,0.145056867,0.002959821,-0.261572425,-0.115446624,15870.13618,-0.780007413,0.472225389,0.527774612,1,FALSE,FALSE
안암동,1,958390.2778,1954100.389,-0.609720029,-0.909126166,0.553160247,0.792603193,-0.649866242,-0.883414885,-0.906985995,-0.840242171,-0.615397203,13526.65539,0.159116639,0.364430865,0.635569135,1,FALSE,FALSE
암사1동,0,967189.2857,1950263.286,-0.848013008,1.636034645,0.486663856,-0.10991982,0.507201971,0.50603666,0.73924747,0.898716255,0.542099075,19494.58164,0.756299438,0.538672252,0.461327748,0,FALSE,FALSE
암사2동,0,967036.1111,1950507.333,-0.089322999,1.814220177,0.081667657,-0.354426939,0.25369533,0.371786783,0.488093757,0.336836669,0.172419937,17641.52606,0.756299438,0.513904255,0.486095745,0,FALSE,FALSE
암사3동,1,967812.7273,1950842.636,0.915339433,0.897265207,0.056026847,-0.734945525,-0.514519241,-0.32326781,-0.472334553,-0.440490512,-0.7239585,13070.70391,0.756299438,0.610845348,0.389154653,0,TRUE,FALSE
압구정동,1,958809.7826,1947524.725,-0.331525929,-0.218918029,-0.094093689,0.697978614,0.980658853,0.487397583,-0.12314211,0.029224537,0.333360889,18507.22041,-0.193921394,0.28417592,0.71582408,1,FALSE,FALSE
약수동,1,956677.5,1950321.5,-1.166868133,0.656698897,-0.161377952,-0.212293254,0.219734392,0.167242534,0.282412268,0.662733099,1.304614552,17850.9632,0.829126608,0.562467012,0.437532988,0,TRUE,FALSE
양재1동,1,958196.9697,1941075.894,2.268938543,-1.36520584,-1.517260913,-0.900972091,-0.796949455,-1.139419706,-1.5292606,-1.516134255,-1.57099778,7385.866924,0.766703319,0.583126468,0.416873532,0,TRUE,FALSE
양재2동,1,959440.2174,1940937.043,0.50397849,-1.297210985,-1.397864017,-0.760715937,-0.486146161,-0.688663964,-0.987924972,-1.267375801,-1.537429268,9135.700054,0.766703319,0.418827246,0.581172754,1,FALSE,FALSE
양평1동,0,946005.7692,1947385.538,-0.218748049,0.524108298,-0.620155859,-0.224252361,0.306096565,0.106397501,-0.115497587,-0.130401211,-0.110304598,15555.00402,-0.419339173,0.49001437,0.50998563,1,FALSE,TRUE
양평2동,1,946490.5405,1948961.162,-0.377077421,-0.726991024,-0.908280214,-0.347870196,-0.144374147,-0.393453212,-0.731417616,-1.028955114,-1.142167914,11680.29315,-0.527539541,0.403944295,0.596055705,1,FALSE,FALSE
여의동,1,949131.7241,1947436.011,-0.368757249,-0.836869472,-0.86543672,0.44747755,1.651282953,1.210004819,0.010914938,-0.420864465,-0.101242642,18302.23991,-1.844670941,0.182244452,0.817755548,1,FALSE,FALSE
역삼1동,1,958840.9357,1944666.251,-0.564127744,-0.488967335,1.034549982,4.622056104,4.551296406,3.247729716,1.896159432,1.566404754,0.931790877,34855.10034,0.038431613,0.005723247,0.994276753,1,FALSE,FALSE
역삼2동,1,959679.7468,1944359.127,-0.04125761,-0.004202869,0.566630525,0.763365502,1.718029832,1.961260885,0.81313757,0.718945363,0.477171922,22775.36092,0.038431613,0.157971817,0.842028183,1,FALSE,FALSE
역촌동,0,948450.9804,1956204.882,-0.168578671,0.683399481,0.188425207,-0.418944272,-0.203137717,-0.072066595,-0.137268015,-0.084023836,0.003708053,15203.61382,0.069643258,0.588902411,0.411097589,0,FALSE,FALSE
연남동,0,948911.1111,1951669.37,0.184412836,-0.63810335,-0.559282787,0.01149153,-0.165328334,-0.610985279,-0.876454815,-0.787352682,-0.52784517,12759.95122,-0.929129367,0.527301043,0.472698957,0,FALSE,FALSE
연희동,1,949691.3793,1952280.034,1.584125538,-0.865540917,-0.693033812,-0.01202124,-0.510287842,-0.695475262,-0.779335814,-0.751989009,-0.508223895,12158.46845,-0.200857661,0.573296796,0.426703205,0,TRUE,FALSE
염리동,1,951096.875,1950030.25,-0.627376581,0.450852406,0.507606752,-0.02820542,-0.048576331,0.069515024,-0.109130304,-0.266143275,0.068273006,16132.09113,-0.492166344,0.480395419,0.519604581,1,FALSE,FALSE
염창동,1,944616.0714,1950125.786,-0.816099526,-0.133112178,-0.275405148,-0.019561766,0.36176679,0.105120695,0.314811566,0.102926506,-0.144776633,16326.86614,-0.39853141,0.483713437,0.516286563,1,FALSE,FALSE
영등포동,1,947538.7931,1947021.414,-0.541898009,0.794389127,0.329508671,2.204870245,1.673457271,1.210011524,1.545488136,1.470566066,1.477896951,26172.41428,0.061551119,0.186549641,0.813450359,1,FALSE,FALSE
영등포본,0,947734.2593,1946076.778,-0.02083676,0.801167949,0.043977887,-0.166412658,-0.192999309,-0.16168464,-0.014616691,0.070612284,0.151651586,15773.43669,0.308932533,0.581209883,0.418790117,0,FALSE,FALSE
오금동,1,967497.9839,1944982.468,-0.285338055,-0.471287083,-0.474681744,-0.825103103,-0.948018545,-0.885789268,-0.809354736,-0.756038761,-0.900973279,10280.63585,0.4962024,0.622500682,0.377499318,0,TRUE,FALSE
오류1동,1,941851.9231,1944216.308,-0.510637476,0.80108554,0.024825606,-0.12785963,-0.024448551,0.014436396,0.353620738,0.757602537,0.959982205,17586.15608,-1.334880746,0.762218183,0.237781817,0,TRUE,FALSE
오류2동,0,941404.8544,1943148.029,0.013541144,-1.001155248,-1.381667492,-1.229101162,-1.385219184,-1.588671647,-1.817181804,-1.832892124,-1.712746031,5471.894359,-1.341817014,0.714839021,0.285160979,0,FALSE,FALSE
오륜동,0,966876.6839,1946447.446,-0.138269312,-0.86998947,-0.712266632,-0.949790594,-1.085135698,-1.104962324,-1.225085786,-1.172905382,-1.273782945,8475.301554,1.557398314,0.521920852,0.478079148,0,FALSE,FALSE
