dong,starbucks,X,Y,subway,pop0,pop10,pop20,pop30,pop40,pop50,pop60,pop70,poptotal,landprice,0,1,INTO,FN,FT
구의2동,1,963747.7778,1949897.889,0.06360716,0.990898028,0.66119403,-0.400927937,-0.231476298,-0.136289025,-0.061526344,-0.031908194,-0.149383898,15568.01813,0.797914964,0.58828375,0.41171625,0,TRUE,FALSE
구의3동,1,964204.4118,1948628.412,-0.707470781,1.003435616,1.549271933,1.682094342,1.261639209,1.714951461,2.257712001,1.986376767,1.604991937,27343.54344,0.797914964,0.247261415,0.752738585,1,FALSE,FALSE
군자동,1,962242.3913,1950375.087,-0.160254848,-0.252773001,-0.107822288,0.371002493,-0.283667492,-0.563624649,-0.440139694,-0.48967906,-0.577461568,14178.93498,-1.459727325,0.549614322,0.450385678,0,TRUE,FALSE
금호1가?0,958118.1818,1950394.455,0.239507038,0.44477743,-0.118974989,-0.692074004,-0.159833138,-0.149273664,-0.463023989,-0.293105521,-0.129572545,13965.48882,-0.481762462,0.653883231,0.346116769,0,,FALSE,FALSE
금호2.3?0,957635,1950094,-0.193500034,0.829181377,-0.435719316,-0.558537998,-0.162859414,-0.21336536,-0.177133837,0.026593481,0.359973922,14888.7325,-0.481762462,0.683876834,0.316123166,0,,FALSE,FALSE
금호4가?1,957692,1949873,0.011748674,1.578594674,-0.081334446,-0.217111527,0.241297597,0.298271528,0.350606136,0.58464026,0.910716531,18167.89248,-0.481762462,0.659198779,0.340801221,0,,FALSE,FALSE
길동,1,968644.2623,1948697.361,0.507569271,0.127362892,-0.257859183,-0.288801418,-0.126348621,-0.125989938,0.191061423,0.214270381,-0.211473725,15195.2041,1.234877987,0.559041957,0.440958043,0,TRUE,FALSE
길음1동,0,957816.6667,1956434.185,-0.152861976,2.772848992,1.913788154,0.085517444,0.638374803,1.303177491,1.058732251,1.532092919,1.36766252,23490.68148,1.026800357,0.550229681,0.449770319,0,FALSE,FALSE
길음2동,1,958442.8571,1956379.357,-0.247448398,-0.015920948,-0.013070836,-0.434939445,-0.231171771,-0.040709927,0.016309961,0.013606507,-0.084209973,14850.41275,0.667866445,0.545141262,0.454858738,0,TRUE,FALSE
낙성대동,1,952045.4545,1941800.515,0.294783586,-0.73732699,-0.441096977,0.501769091,-0.292410322,-0.758557777,-0.838650393,-0.776465648,-0.773852224,13056.87588,-0.242473188,0.42322838,0.57677162,1,FALSE,FALSE
남가좌1?1,948481.5789,1952512.158,-0.488053282,0.270247603,-0.746151589,-0.87733743,-0.865563612,-0.853405148,-1.053285198,-0.933020693,-0.653051066,10361.49311,0.579433452,0.568953718,0.431046282,0,,FALSE,FALSE
남가좌2?1,949034.7826,1953031.609,1.652883085,-0.284359997,-0.353867426,-0.544872281,-0.667489606,-0.503751252,-0.566254332,-0.379886092,-0.047301792,12661.88735,0.579433452,0.676995466,0.323004534,0,,FALSE,FALSE
남영동,1,953398.6842,1949656.237,-0.650073153,-0.848155695,-0.378045149,0.506435518,0.706157874,0.568685054,0.226239934,-0.041817975,0.17858579,17616.44507,-0.336108121,0.270348011,0.729651989,1,FALSE,FALSE
남현동,1,953987.5,1941680.25,0.121857042,0.352422509,-0.414439656,0.378307864,0.153701435,-0.261367719,0.107572188,0.248227745,-0.09199586,16409.7375,-1.105995353,0.613339817,0.386660183,0,TRUE,FALSE
내곡동,1,960972.8,1940056.6,2.144516059,-1.810437289,-1.932162818,-1.298662726,-1.353648889,-1.599272621,-1.85348687,-2.078684017,-2.107141641,4161.996936,-0.169646017,0.6745249,0.325475101,0,TRUE,FALSE
노량진1?1,951336.25,1946142.75,-0.677670902,-1.143004402,-0.074479459,2.590752137,0.30695828,-0.60071399,-0.678389056,-0.779871484,-0.674162038,17191.45738,0.090451021,0.091677307,0.908322693,1,,FALSE,FALSE
노량진2?0,950425.6757,1945801.703,-0.646580419,-0.464032473,0.331263023,1.479634894,0.433530337,0.05715705,0.302455049,0.410611359,0.604570153,19555.36927,-0.044799439,0.311931217,0.688068783,1,,FALSE,FALSE
녹번동,0,949721.1111,1956124.556,-0.524290098,-0.143067779,-0.382361307,-0.705697644,-0.640328924,-0.565792248,-0.457522323,-0.377920724,-0.214682945,12410.17773,0.007219969,0.649517515,0.350482485,0,FALSE,FALSE
논현1동,1,958032.1429,1945860.31,-0.766113407,-0.881644953,-0.400229244,1.765726454,1.9476693,0.97435121,0.291205117,0.364609253,0.078067524,21539.19813,1.432551736,0.068756731,0.931243269,1,FALSE,FALSE
논현2동,1,958870,1946183.348,-0.564881662,-0.998650599,-0.993028857,0.544719257,0.972245775,0.258816692,-0.376955464,-0.264708586,-0.468810583,16086.35912,1.432551736,0.162798177,0.837201823,1,FALSE,FALSE
능동,0,962733.8235,1950037.235,-0.365735264,-0.642620959,-0.507192969,-0.005581947,-0.731579897,-1.147113238,-1.321681924,-1.401087666,-1.370946213,10142.81868,-1.803055415,0.543737213,0.456262787,0,FALSE,FALSE
다산동,1,956669.2308,1950729.769,-0.853381335,0.214205635,-0.006068924,-0.033648101,0.155762787,0.154505889,0.152000986,0.398405059,0.963689386,17367.58915,0.829126608,0.49046192,0.50953808,1,FALSE,FALSE
답십리1?1,960332.5581,1952406.558,-0.465897948,-0.453162075,-0.787322083,-0.555139928,-0.571640755,-0.629976272,-0.569427587,-0.533786102,-0.459493088,11852.20998,3.097172778,0.361494327,0.638505673,1,,FALSE,FALSE
답십리2?0,960994.7368,1952093.737,0.43833105,-0.889010068,-0.914482557,-0.748165335,-0.786583554,-0.7337273,-0.663315996,-0.644698197,-0.659337555,10628.85868,3.097172778,0.431806655,0.568193345,1,,FALSE,FALSE
당산1동,0,946609.8485,1947242.182,-0.66980019,0.285445525,-0.588678158,-0.085869197,0.25889522,0.261343573,0.344994559,0.253781194,0.142976503,16592.76597,0.308932533,0.43956262,0.56043738,1,FALSE,TRUE
당산2동,1,947028.5714,1948107.333,-0.676513441,2.005920118,0.859650374,1.765396529,1.953825457,1.604068153,1.820759417,1.908857496,2.01185601,28093.29317,-1.064379827,0.336625838,0.663374162,1,FALSE,FALSE
대림1동,0,947600,1943891.857,0.247585109,-0.060541049,-0.244800817,-0.173029509,-0.281076573,-0.161343392,0.122513639,0.310928429,0.011333433,15249.74521,1.286897395,0.554125313,0.445874687,0,FALSE,FALSE
대림2동,0,947090,1943499,-0.935527153,-0.625750557,-0.556211242,0.467923157,0.560400782,0.288220079,0.498889252,0.61957784,0.217093535,17823.11,1.286897395,0.324156481,0.675843519,1,FALSE,TRUE
대림3동,0,946753.5088,1944610.404,0.254663474,0.225630912,-0.337753017,-0.366610815,-0.289339957,-0.209740388,-0.075721474,-0.044000285,-0.281917112,14348.97586,1.286897395,0.518315563,0.481684437,0,FALSE,FALSE
대방동,0,949279.4643,1945565.964,-0.472136171,-0.152094367,0.320326132,0.184134448,0.03573783,0.185984717,0.054489517,0.040332607,0.192031002,16695.22034,0.204893718,0.424975669,0.575024332,1,FALSE,TRUE
대조동,1,948986.9565,1956996.826,-0.761949824,0.780116156,0.669147735,0.259690964,0.329354602,0.496107411,0.868155735,0.991328563,1.450975884,20394.31033,-0.086414965,0.594934609,0.405065391,0,TRUE,FALSE
대치1동,1,960963.0952,1943925.19,-0.897740165,0.614911451,3.895088531,-0.055725857,0.075405165,1.848879131,1.054615729,0.757156818,0.561419418,22285.95726,0.433779111,0.373315182,0.626684819,1,FALSE,FALSE
대치2동,1,961550.9852,1944615.749,-0.337037379,-0.6420467,1.503414347,0.318134344,0.80396774,1.16564302,0.533110934,0.34055053,-0.234699566,19572.10918,0.433779111,0.276376803,0.723623197,1,FALSE,FALSE
대치4동,1,960563.2353,1944663.706,-0.511888601,0.527721427,3.455268953,0.949934154,1.77385766,2.804794102,1.532102264,1.122005485,0.686141865,27086.20297,0.433779111,0.12977892,0.87022108,1,FALSE,FALSE
대학동,0,951100,1940756.143,4.149800364,-1.968572768,-1.483472322,-0.43345547,-1.31132699,-1.798605804,-1.988237441,-2.102002403,-2.105491123,5369.273,0.464990755,0.632360595,0.367639405,0,FALSE,FALSE
대흥동,1,950636.8421,1950385.842,-0.757827272,0.052548682,1.283740155,1.803380238,0.279758093,0.238927403,0.217534669,0.126051631,0.566018886,20574.81221,-1.109462967,0.274583116,0.725416884,1,FALSE,FALSE
도곡1동,1,959262.2807,1943284.965,-0.281371297,-0.33392656,-0.028351626,0.382320959,0.956697403,0.873383186,0.540672034,0.675310129,0.415185679,19437.94861,-0.512974107,0.403170756,0.596829244,1,FALSE,FALSE
도곡2동,1,960172.8916,1943257.434,-0.317196145,0.696233387,1.399602026,0.289606855,0.955011556,1.789164525,1.459182528,1.758623404,1.578626165,23982.30319,-0.512974107,0.528712739,0.471287262,0,TRUE,FALSE
도림동,0,947118.1818,1945755.818,0.427913455,0.671142325,-0.252271384,-0.317396656,-0.226352954,-0.278546297,-0.101547374,0.104918161,0.03342762,15014.94818,-0.66903233,0.707613435,0.292386565,0,FALSE,FALSE
도봉1동,0,959708.3333,1964649,-0.42316581,-0.944053183,-1.088090525,-0.908286242,-1.054641616,-1.107590324,-0.853042807,-0.576933851,-0.505630331,9594.722792,-0.752263382,0.766085941,0.233914059,0,FALSE,FALSE
도봉2동,0,959892.5926,1964458.259,-0.665072502,-0.322232499,-0.637318065,-0.605389953,-0.662660146,-0.629804251,-0.32447165,0.020573221,0.009816653,12778.88837,-0.752263382,0.748039704,0.251960296,0,FALSE,FALSE
도화동,1,951290,1949152.333,-1.04796528,0.645320047,-0.017624462,0.521047507,1.387134795,1.386967601,1.172645872,0.946273734,1.111259658,22324.8816,-1.074783709,0.343399259,0.656600741,1,FALSE,FALSE
독산1동,1,946085.2941,1940340.176,0.468028021,-0.147192558,-0.975493605,-0.895363749,-0.934601903,-0.928225421,-0.9842947,-1.046399503,-1.102151034,9472.189941,-0.388127529,0.657508091,0.342491909,0,TRUE,FALSE
독산2동,0,946800,1940629,0.89486885,-0.93748076,-1.072945745,-0.832819569,-0.848622344,-0.915408983,-0.800052777,-0.821905229,-1.156403002,9518.743,-0.388127529,0.697344723,0.302655277,0,FALSE,FALSE
독산3동,1,946971.875,1941961.5,1.482933452,-0.905326773,-1.099917817,-0.659161543,-0.621627963,-0.756429749,-0.558834093,-0.593645628,-1.051034489,10625.15425,-0.388127529,0.703922706,0.296077294,0,TRUE,FALSE
독산4동,0,946865,1941257.333,1.416728678,-0.814608533,-1.075448193,-0.634001478,-0.601272346,-0.589611126,-0.467247296,-0.693226653,-1.14892943,10830.07847,-0.388127529,0.64362508,0.35637492,0,FALSE,FALSE
돈암1동,1,957966.6667,1955932.333,-0.98792811,2.16581981,1.942157739,0.373736767,0.709288685,1.3636569,1.699381058,2.16060227,2.082026735,25294.21133,0.215297599,0.646810845,0.353189155,0,TRUE,FALSE
돈암2동,0,957075,1955724,-0.407680311,0.960111066,0.647019085,-0.313823125,-0.117121893,0.224948067,0.293287322,0.372555595,0.549450306,17255.7675,0.215297599,0.608149989,0.391850011,0,FALSE,FALSE
동선동,1,957273.0769,1954918.231,-0.86616926,0.768367409,2.087886849,1.328942136,0.200743293,0.381059106,0.322825882,0.155723454,0.34579559,20727.88508,-0.100720302,0.288453288,0.711546712,1,FALSE,FALSE
동화동,0,957163.6364,1951512.636,-0.90503901,-0.492129579,-0.539122515,-0.32987496,-0.396909527,-0.234878639,-0.098932309,-0.205595362,0.082018189,13931.05918,0.829126608,0.462330172,0.537669828,1,FALSE,TRUE
둔촌1동,0,968008.6957,1946982.696,-0.568396385,-1.76746477,-1.22116797,-1.281530314,-1.570090138,-1.692636094,-1.78640269,-1.851689564,-1.905175637,4696.779348,0.506606282,0.596154655,0.403845345,0,FALSE,FALSE
둔촌2동,0,968491.25,1948236.5,0.278061294,0.412962869,0.184026629,-0.273277805,-0.135662978,-0.123945215,0.32879945,0.427834039,0.02631798,16073.8277,0.506606282,0.663665905,0.336334096,0,FALSE,FALSE
등촌1동,0,943087.037,1950936.037,-0.04836868,-0.052473339,-0.413769496,-0.123659476,0.037698871,-0.235679499,-0.180917733,-0.238652349,0.099975033,14955.13989,-0.39853141,0.555764419,0.444235581,0,FALSE,FALSE
등촌2동,0,943730,1949319,1.377729898,0.091908596,0.596898985,-0.358759256,-0.177302054,-0.138369243,0.08387823,0.131703628,-0.195377744,15436.8838,-0.39853141,0.743175973,0.256824027,0,FALSE,FALSE
등촌3동,1,942061.8421,1951447.684,-0.130428446,-0.079316832,0.357201626,0.205458576,0.390417531,0.337048193,0.597575287,0.21283039,0.457767495,18111.00616,-0.39853141,0.4968738,0.5031262,1,FALSE,FALSE
마장동,0,959314.3939,1952085.364,-0.344201977,-0.160692873,-0.088498819,0.176640227,-0.174046929,-0.135551603,0.036808107,-0.022821456,0.164887631,15772.85767,-1.230841931,0.580669768,0.419330232,0,FALSE,FALSE
마천1동,0,969652.5,1944019,-0.105025018,-1.086642897,-1.058306209,-1.121965961,-1.287143032,-1.367374253,-1.366410684,-1.24286336,-1.350098272,7186.9541,3.003537845,0.479706193,0.520293807,1,FALSE,TRUE
마천2동,0,969119.5122,1944658.756,0.729912455,-1.179785487,-1.084509871,-1.086299228,-1.259698233,-1.28719514,-1.248665434,-1.215604243,-1.203945856,7512.513439,3.003537845,0.507476507,0.492523493,0,FALSE,FALSE
망우3동,0,964367.7419,1954855.452,0.839406023,-0.235575037,0.091141762,-0.473147524,-0.636050043,-0.583330037,-0.173189398,-0.257763996,-0.243023181,13295.08513,-0.034395557,0.719764076,0.280235924,0,FALSE,FALSE
망우본동,0,964829.6512,1955627.488,0.29459221,-0.418789386,-0.473649241,-0.653676494,-0.710826112,-0.755743832,-0.323685946,-0.382899216,-0.376845517,12013.28738,-0.034395557,0.711579615,0.288420386,0,FALSE,FALSE
망원1동,0,947412.5,1950761.5,0.308095785,0.574764296,-0.096365807,-0.211632868,0.02699537,-0.209479661,-0.328009592,-0.150258041,-0.210744775,15046.1005,-1.064379827,0.648923929,0.351076071,0,FALSE,FALSE
망원2동,0,947194.7368,1951006.895,0.579881541,0.264610955,-0.07211362,-0.28231152,0.009707054,-0.110877048,-0.251913485,-0.190965892,-0.126876638,14987.52226,-1.064379827,0.650240707,0.349759293,0,FALSE,FALSE
면목2동,0,962975.9259,1954465.667,0.363282725,-0.490693671,-0.725029836,-0.752412544,-0.801654062,-0.833312136,-0.659449333,-0.661870149,-0.495016509,10932.14422,-0.929129367,0.737559883,0.262440117,0,FALSE,FALSE
면목3.8?0,963967.1053,1953999,0.013785743,0.422098975,0.413634675,-0.225260349,-0.402208068,-0.306726246,0.005137758,-0.024679235,0.022670527,15220.20171,-0.929129367,0.703407611,0.296592389,0,,FALSE,FALSE
면목4동,0,963179.4118,1952799,-0.141912987,0.206284097,-0.337107301,-0.636427976,-0.53594739,-0.577698901,-0.369389976,-0.19400474,-0.52386339,12779.81147,-0.929129367,0.738463335,0.261536665,0,FALSE,FALSE
면목5동,0,962950,1953692.333,0.750893404,-1.340531354,-1.369010832,-1.150758719,-1.274385397,-1.417840798,-1.464747071,-1.482340585,-1.494234838,6432.193633,-0.929129367,0.740158101,0.259841899,0,FALSE,FALSE
면목7동,1,963443.3333,1953329,-0.258577446,0.009684846,-0.304337585,-0.443334662,-0.43647486,-0.394169629,-0.068004732,0.032763198,-0.189332295,13941.23507,-0.929129367,0.71716569,0.28283431,0,TRUE,FALSE
면목본동,0,963671.1538,1954506.692,-0.690790098,0.292888965,0.233817116,-0.01701588,0.058382248,0.14639906,0.656989885,0.597149512,0.596213644,17727.61273,-0.929129367,0.662906641,0.337093359,0,FALSE,FALSE
명동,1,954408.7121,1951742.182,-0.801758941,-0.280431922,-0.383947848,2.988241125,4.679852479,4.051373668,2.579115158,1.534770465,1.685035473,33677.61292,0.436493484,0.006783908,0.993216092,1,FALSE,FALSE
명일1동,1,968633.3333,1950029,-0.815835516,1.165543607,1.763365991,0.211786019,0.401055627,0.983359483,1.730265889,1.934232773,1.216105691,22958.85367,-0.128030491,0.711257532,0.288742468,0,TRUE,FALSE
명일2동,1,969279.5918,1950168.388,0.008729274,0.151411787,1.884671286,-0.201179523,-0.248419716,0.32683544,0.588198651,0.790337518,0.397736824,18224.58912,-0.128030491,0.730425163,0.269574837,0,TRUE,FALSE
목1동,1,944769.2,1947779.8,-0.349028081,0.789641322,2.181886969,0.686688692,0.931447367,1.987574487,1.501179716,0.765991573,0.4381378,23730.53931,-0.492166344,0.237247154,0.762752846,1,FALSE,FALSE
목2동,0,945133.3333,1949645.667,-0.580152079,-1.021204642,-0.773871678,-0.780866801,-0.826711965,-0.832218963,-0.962012889,-1.039111898,-1.232935189,9515.3612,-0.492166344,0.577129157,0.422870843,0,FALSE,FALSE
목3동,1,943742.8571,1949627.571,0.70421171,0.728457391,0.423280763,-0.263308174,-0.053005541,0.00429022,0.29881009,0.37417489,-0.003488197,16526.41421,-0.492166344,0.716864368,0.283135632,0,TRUE,FALSE
목4동,0,943980.5556,1948429.556,1.063870467,-0.500098961,0.11124886,-0.659272741,-0.668532081,-0.395139064,-0.549256561,-0.622254237,-0.802660466,12073.88561,-0.492166344,0.671066308,0.328933692,0,FALSE,FALSE
목5동,1,945150.4425,1948683.956,0.896265708,-0.548447965,0.571069687,-0.693071332,-0.732948614,-0.094515112,-0.497886249,-0.722903581,-0.691083239,12570.2985,-0.492166344,0.609809895,0.390190105,0,TRUE,FALSE
무악동,0,952018.75,1953070.875,-0.774614591,-0.552228743,-0.512926249,-0.966126462,-1.053118414,-0.894056885,-0.973336354,-0.789793306,-0.298272337,10184.71094,0.693876149,0.623154201,0.3768458,0,FALSE,FALSE
묵1동,1,962929.1667,1957252.125,-0.790998263,0.070004254,-0.261548028,-0.410349104,-0.32770781,-0.335068201,-0.120728374,-0.039331876,-0.043916382,14247.88833,-0.138434372,0.617136937,0.382863064,0,TRUE,FALSE
묵2동,0,962627.7778,1956815.667,-0.660253775,0.359563985,-0.150939735,-0.347391538,-0.194333618,-0.208592487,0.118856239,0.285434233,0.14492923,15391.32767,-0.138434372,0.655651692,0.344348308,0,FALSE,FALSE
문래동,1,946507.2626,1946431.402,-0.306435366,0.032220489,-0.493755082,0.004295077,0.256906399,0.093317063,-0.025162372,0.009739608,0.085348667,15992.78431,-0.582333664,0.497293086,0.502706914,1,FALSE,FALSE
문정1동,1,966917.5,1943254.833,-0.094082961,0.138586326,-0.016491357,-0.39090269,-0.24790399,-0.313567142,-0.049394315,-0.095516597,-0.578134247,14195.56315,0.621048978,0.57355298,0.42644702,0,TRUE,FALSE
문정2동,1,966299.7382,1942608.162,0.000828672,-1.378118972,-1.31409847,-0.673597263,-0.362341313,-0.456928323,-0.79871743,-1.254289072,-1.412588125,9904.216372,0.111258784,0.38284358,0.61715642,1,FALSE,FALSE
미성동,0,948333.3333,1942654.556,0.716326309,-0.791731502,-0.759985204,-0.503883396,-0.703111038,-0.868704728,-0.706009788,-0.64404887,-0.948194534,10844.82622,0.464990755,0.617716337,0.382283663,0,FALSE,FALSE
미아동,1,958084.6154,1958935.538,-0.61753264,-0.252319606,0.186719993,0.021843945,-0.2112509,0.07327184,0.746916878,0.840666693,0.991291326,17657.58177,-0.273684832,0.685413107,0.314586893,0,TRUE,FALSE
반포1동,1,957068.3908,1945113.943,-0.632424394,0.671091629,0.466361771,0.112050912,0.300665859,0.543798331,0.011491808,0.138210996,0.00406819,17615.09178,-0.596205159,0.421992663,0.578007337,1,FALSE,FALSE
반포2동,0,955637.1795,1945010.538,-0.868476053,1.180375908,1.492404062,0.072537928,0.371276852,1.356078359,0.934359431,1.148030108,1.257809858,21740.243,-0.596205159,0.521788799,0.478211201,0,FALSE,FALSE
반포3동,1,956339.3617,1945661.766,-0.57217602,1.518318384,2.038238646,1.14609463,1.607956954,2.752754462,2.600584997,2.583977957,2.201076097,29689.04021,0.048835495,0.312100112,0.687899888,1,FALSE,FALSE
반포4동,1,956303.3333,1944853,-0.51318317,0.461329654,1.009618777,2.055866642,2.277322928,2.294099086,2.29495209,2.036516643,1.772081637,29239.00155,-0.596205159,0.174512581,0.825487419,1,FALSE,FALSE
반포본동,0,954675,1944824,-1.243618124,-1.109393225,0.30316916,-0.729976308,-0.80914172,0.191677455,-0.511824276,-0.459357638,-0.165551921,12843.40875,-0.596205159,0.50261429,0.49738571,0,FALSE,FALSE
발산1동,1,940266.5254,1950510.864,1.154522292,-0.954639328,-1.030411654,-1.130905256,-1.244836998,-1.263557024,-1.538577004,-1.660277237,-1.770074173,6647.107271,-0.78694264,0.692496006,0.307503994,0,TRUE,FALSE
방배1동,1,955850,1942649,-0.613073216,-0.618683876,0.368869525,-0.176056433,-0.149929841,-0.200987287,-0.506133785,-0.348763654,-0.304423279,14300.29167,0.725087793,0.44531858,0.55468142,1,FALSE,FALSE
방배2동,1,954352.1739,1941468.565,0.011137833,-1.184848264,-1.306567795,-0.486860731,-0.826558823,-1.148533491,-1.109433819,-1.181651291,-1.310428302,8932.206783,0.725087793,0.480399685,0.519600315,1,FALSE,FALSE
방배3동,1,955645.8333,1941897.611,0.957300104,-1.342830669,-0.908995298,-0.926409358,-1.051831113,-1.126051603,-0.986586884,-0.783150214,-0.855362876,8970.372222,0.725087793,0.709554728,0.290445272,0,TRUE,FALSE
방이1동,1,966625.9259,1945513.815,-0.097467557,0.393837568,0.211733025,-0.647081168,-0.750787169,-0.560207823,-0.428585508,-0.414044213,-0.630382679,12686.18567,1.557398314,0.557746141,0.442253859,0,TRUE,FALSE
방이2동,1,965715.7143,1946031.143,-0.743852134,1.220198272,0.928085772,1.882557007,2.099158368,1.477039795,1.613801735,1.500371264,1.10483854,26853.96086,1.557398314,0.133787875,0.866212125,1,FALSE,FALSE
방학1동,0,959658.4746,1962879.508,-0.094720837,-0.12003063,-0.176592397,-0.560160251,-0.56650246,-0.302232911,0.063795751,0.046323698,-0.012305353,13979.75378,-1.116399235,0.748155695,0.251844305,0,FALSE,FALSE
방학2동,0,958708.3333,1962640.667,2.281495872,0.212928177,0.173286284,-0.484893863,-0.571146475,-0.331877279,0.207753327,0.434580762,0.527597039,15240.301,-1.116399235,0.881157653,0.118842347,0,FALSE,FALSE
방학3동,0,958346.1538,1962568.231,2.345394275,-0.058832856,-0.044890997,-0.617409228,-0.73220301,-0.468299963,-0.053201623,0.12067996,0.281924889,13838.75154,-1.116399235,0.872038088,0.127961912,0,FALSE,FALSE
방화1동,1,939878.3333,1952064.556,-0.594569015,-1.575221767,-1.702916481,-1.340676879,-1.496200886,-1.777505988,-1.973975215,-2.02783087,-2.031991806,4016.6941,-0.346512003,0.623418088,0.376581912,0,TRUE,FALSE
방화2동,0,938573.8806,1952207.209,-0.485602027,-1.005986189,-1.06678088,-0.591082651,-0.634423906,-0.911391558,-0.980375528,-1.084356021,-1.23000478,9712.02497,-1.381698213,0.60508275,0.39491725,0,FALSE,FALSE
방화3동,0,939484.6154,1953333.615,-0.261655259,-0.07919132,-0.51477178,-0.619166803,-0.231526592,-0.446533778,-0.297932261,-0.139693581,-0.24247758,13356.29306,-0.377723647,0.682032053,0.317967947,0,FALSE,FALSE
번1동,1,958518,1959879,-0.027267658,-0.233122036,0.005009303,0.268247272,-0.091228889,0.088716789,0.420942637,0.579378605,0.714871386,17402.37292,-0.710647856,0.629708913,0.370291087,0,TRUE,FALSE
번2동,0,959195.4545,1959199,1.982713079,-0.588607699,-0.754917101,-0.968360741,-1.09812871,-1.003309989,-1.060913826,-0.87047859,-0.75715125,9370.635636,-0.710647856,0.804389714,0.195610286,0,FALSE,FALSE
번3동,0,959290,1958649,1.849898025,0.471112926,0.212946961,-0.453158451,-0.438322439,-0.202136181,0.034604456,0.175989005,0.12338591,15082.3184,-0.710647856,0.800370548,0.199629452,0,FALSE,FALSE
보광동,0,956150,1947599,0.10320935,-1.110476168,-1.195320899,-0.784827566,-0.773053931,-0.930773435,-0.976218108,-1.001571975,-0.877258611,9446.791,0.163278192,0.58800911,0.41199089,0,FALSE,FALSE
보라매동,1,949386.3636,1943710.364,0.712578417,0.939915074,0.154849556,0.592999123,1.014434031,0.739820345,0.594567044,1.060683485,1.237202093,21329.04459,-0.242473188,0.537883227,0.462116773,0,TRUE,FALSE
보문동,0,957623.3333,1953839,-0.627502482,0.533339802,0.054356743,-0.021693639,-0.302370678,-0.222299483,0.074523653,-0.017603129,0.406926076,15879.78531,-0.304896477,0.574915782,0.425084218,0,FALSE,FALSE
부암동,0,952330.5556,1955785.111,4.311342284,-1.902457109,-1.372379095,-1.188532518,-1.56174789,-1.688596263,-1.860465651,-1.917067951,-1.699971996,4733.228444,1.078819765,0.751332998,0.248667002,0,FALSE,FALSE
북가좌1?0,947692.8571,1952963.286,0.172444442,1.067813451,0.688468928,-0.367303552,-0.199917046,0.170516631,0.071266598,0.354782573,0.618853969,16967.014,-0.076011083,0.675379388,0.324620612,0,,FALSE,FALSE
북가좌2?1,948150,1953731.5,-0.100381942,0.879623601,0.611196999,-0.278669939,-0.13594208,0.214574251,0.356725502,0.535913463,0.735060198,17522.23985,-0.076011083,0.672460087,0.327539913,0,,FALSE,FALSE
북아현동,1,951879.5455,1951039.909,-0.715672181,0.390584926,-0.439641356,-0.553045651,-0.675572549,-0.688112073,-0.604835495,-0.706930103,-0.444663978,12149.09532,0.007219969,0.567574938,0.432425063,0,TRUE,FALSE
불광1동,0,949462.9032,1957294.161,-0.716202327,1.064002579,0.775784775,0.418778367,0.602510394,0.970819018,1.553971707,1.722114615,2.129493534,23189.819,0.527414045,0.58599769,0.41400231,0,FALSE,FALSE
불광2동,1,949080.8824,1958366.647,0.235113485,0.289704466,0.423095307,-0.15047972,-0.216560015,-0.046409589,0.293545552,0.49125183,0.668378507,16834.66235,0.527414045,0.663772887,0.336227114,0,TRUE,FALSE
사근동,1,959644.4444,1951123.074,-0.707911046,-0.665898179,0.56734146,1.176211662,-0.505219885,-0.760422638,-0.897333534,-1.012804825,-1.040522383,14051.20348,-0.783475026,0.287494044,0.712505956,1,FALSE,FALSE
사당1동,1,953487.5,1942015.667,0.381297801,1.668086116,0.087417319,0.214333425,0.376435582,-0.080666432,0.38655933,0.813774189,0.488239494,18612.85925,0.579433452,0.646960366,0.353039635,0,TRUE,FALSE
사당2동,0,953575,1945164,-1.059969849,-2.23337932,-2.098307089,-1.525205849,-1.83594291,-2.164735558,-2.461218576,-2.520682949,-2.413401966,1381.7143,-0.799080848,0.62736685,0.37263315,0,FALSE,FALSE
사당3동,1,953213.0435,1943027.261,-0.545655728,1.113659942,-0.134205449,-0.136618857,0.133395676,-0.186327512,-0.167667411,0.299084151,0.378648227,16422.221,0.579433452,0.575871295,0.424128705,0,TRUE,FALSE
사당4동,0,953450,1942799,-0.852990257,2.70570722,0.685181891,0.714827874,1.393432366,0.950140418,1.121394387,1.995814261,1.956489935,24951.438,0.579433452,0.559796407,0.440203593,0,FALSE,FALSE
사직동,1,953356.338,1952844.775,-0.602619396,-0.452556307,-0.523635332,0.809429375,1.756029261,1.868208708,0.842066015,0.06791057,0.272784169,21276.16115,0.131199904,0.075519197,0.924480803,1,FALSE,FALSE
삼각산동,1,957678.5714,1957399,0.515439348,1.774129101,1.022935865,-0.52261455,0.117465334,0.68063014,-0.005733471,0.278508,0.236263172,17746.41557,-0.273684832,0.608362351,0.391637649,0,TRUE,FALSE
삼선동,1,957078,1954535,-0.555094121,0.512206697,1.246944755,0.938777027,0.331887791,0.59310734,0.760234049,0.57182265,0.883634527,20909.36452,0.275409146,0.355437768,0.644562232,1,FALSE,FALSE
삼성1동,1,961019.7531,1946074.926,-0.709730354,-0.7681406,-0.022073156,1.951240788,2.922647313,2.027330837,0.572925501,0.094718234,-0.375970263,23966.19459,1.349320684,0.01963113,0.98036887,1,FALSE,FALSE
