X.1,id,X,Y,구,동,예측,대여,반납
1,225007,952800,1952899,종로구,사직동,49.64606423,24.0280434,25.61802083
2,225008,952800,1952849,종로구,사직동,49.08701723,24.01374661,25.07327063
3,225004,952800,1953049,종로구,사직동,35.87948468,16.89537448,18.9841102
4,225637,952850,1953049,종로구,사직동,36.46961512,18.52481658,17.94479854
5,225640,952850,1952899,종로구,사직동,52.74654389,23.13548784,29.61105606
6,226273,952900,1952899,종로구,사직동,55.93336148,28.7449431,27.18841837
7,226905,952950,1952949,종로구,사직동,51.72907847,24.72145155,27.00762692
8,227537,953000,1952999,종로구,사직동,62.16312118,29.41599289,32.74712829
9,228169,953050,1953049,종로구,사직동,57.80209678,28.91910019,28.88299659
10,228802,953100,1953049,종로구,사직동,53.33211488,26.98160407,26.35051081
11,229434,953150,1953099,종로구,사직동,58.40854778,29.42720359,28.98134419
12,230067,953200,1953099,종로구,사직동,80.37676752,38.67335876,41.70340876
13,231959,953350,1953449,종로구,사직동,75.32150106,37.32344271,37.99805834
14,231960,953350,1953399,종로구,사직동,76.53205867,39.22966202,37.30239664
15,231961,953350,1953349,종로구,사직동,85.92861668,40.41490573,45.51371095
16,231962,953350,1953299,종로구,사직동,89.53239849,41.42063744,48.11176105
17,232595,953400,1953299,종로구,사직동,86.97145063,41.64261789,45.32883274
18,232596,953400,1953249,종로구,사직동,80.09172887,42.30962395,37.78210492
19,233231,953450,1953149,종로구,사직동,86.13485531,44.370142,41.76471331
20,234493,953550,1953349,종로구,청운효자동,84.41423573,39.21513707,45.19909865
21,234494,953550,1953299,종로구,청운효자동,85.08714978,41.01719303,44.06995676
22,234495,953550,1953249,종로구,청운효자동,91.52258295,43.44821506,48.07436789
23,234496,953550,1953199,종로구,청운효자동,90.06572816,41.81915888,48.24656928
24,234497,953550,1953149,종로구,청운효자동,99.47015851,44.64859493,54.82156358
25,230700,953250,1953099,종로구,사직동,87.53755105,44.45171297,43.08583808
26,232597,953400,1953199,종로구,사직동,83.87353634,42.55129695,41.32223938
27,233232,953450,1953099,종로구,사직동,92.18680281,46.55198887,45.63481394
28,233865,953500,1953099,종로구,사직동,96.51641769,49.71179772,46.80461997
29,229435,953150,1953049,종로구,사직동,63.72184156,30.49737684,33.22446471
30,230069,953200,1952999,종로구,사직동,68.42966175,33.89228679,34.53737496
31,230082,953200,1952349,종로구,사직동,65.34219204,32.72901421,32.61317783
32,230083,953200,1952299,종로구,사직동,69.61959338,35.36682686,34.25276652
33,230084,953200,1952249,종로구,사직동,75.23489694,38.22022808,37.01466886
34,230703,953250,1952949,종로구,사직동,67.06238634,32.77191747,34.29046887
35,230715,953250,1952349,종로구,사직동,73.5867526,35.99895346,37.58779914
36,230716,953250,1952299,종로구,사직동,69.54231941,34.29073867,35.25158074
37,231336,953300,1952949,종로구,사직동,70.70394202,35.79603258,34.90790944
38,231348,953300,1952349,종로구,사직동,67.60267783,34.96880405,32.63387379
39,231980,953350,1952399,종로구,사직동,67.86794261,34.37541888,33.49252373
40,232612,953400,1952449,종로구,사직동,66.59263,33.33515023,33.25747977
41,233245,953450,1952449,종로구,사직동,72.48130856,37.41902364,35.06228492
42,233246,953450,1952399,종로구,사직동,70.60180134,34.68101575,35.92078559
43,233878,953500,1952449,종로구,사직동,68.68491382,34.1330974,34.55181642
44,235133,953600,1952999,종로구,사직동,85.51804459,43.91629051,41.60175408
45,235134,953600,1952949,종로구,사직동,82.36422206,43.21141807,39.15280399
46,235144,953600,1952449,종로구,사직동,69.66361174,34.30793544,35.3556763
47,235145,953600,1952399,종로구,사직동,72.54184018,34.07394771,38.46789247
48,235773,953650,1952649,종로구,사직동,80.41587968,42.95031606,37.46556362
49,235776,953650,1952499,종로구,사직동,69.55465405,33.04045028,36.51420378
50,235777,953650,1952449,종로구,사직동,68.99447434,33.72542842,35.26904593
51,236401,953700,1952899,종로구,사직동,87.81595302,45.20743437,42.60851865
52,236407,953700,1952599,종로구,사직동,118.9924038,64.97682784,54.01557595
53,236410,953700,1952449,종로구,사직동,70.06204727,34.96030587,35.10174141
54,237032,953750,1952999,종로구,사직동,85.07985373,38.48474231,46.59511142
55,237033,953750,1952949,종로구,사직동,87.02496086,49.01630805,38.00865282
56,237034,953750,1952899,종로구,사직동,80.7981186,39.80404381,40.99407479
57,237035,953750,1952849,종로구,사직동,86.16606719,45.78860973,40.37745745
58,237036,953750,1952799,종로구,사직동,86.87062107,46.72219015,40.14843092
59,237037,953750,1952749,종로구,사직동,80.57890434,42.25399821,38.32490613
60,237038,953750,1952699,종로구,사직동,77.67902401,40.91429119,36.76473282
61,237039,953750,1952649,종로구,사직동,74.13636046,41.36629391,32.77006655
62,237040,953750,1952599,종로구,사직동,82.07216338,45.24170653,36.83045685
63,237674,953800,1952549,종로구,종로1·2·3·4가동,83.63379287,45.30421448,38.32957839
64,238307,953850,1952549,종로구,종로1·2·3·4가동,77.80918104,39.74072734,38.0684537
65,238308,953850,1952499,종로구,종로1·2·3·4가동,73.5174721,36.39584844,37.12162366
66,238311,953850,1952349,종로구,종로1·2·3·4가동,73.7386169,38.20339616,35.53522074
67,235132,953600,1953049,종로구,청운효자동,92.82148889,48.97912914,43.84235975
68,235765,953650,1953049,종로구,청운효자동,88.60406696,45.20941946,43.3946475
69,236398,953700,1953049,종로구,청운효자동,96.30368597,48.15855521,48.14513076
70,226906,952950,1952899,종로구,사직동,55.69608367,29.80312759,25.89295607
71,233237,953450,1952849,종로구,사직동,76.10159954,40.16829614,35.9333034
72,233238,953450,1952799,종로구,사직동,83.75781743,43.3261259,40.43169152
73,235138,953600,1952749,종로구,사직동,75.37998064,38.47347173,36.90650891
74,235139,953600,1952699,종로구,사직동,75.72983699,36.95931501,38.77052198
75,227538,953000,1952949,종로구,사직동,55.12311143,29.47421073,25.6489007
76,228170,953050,1952999,종로구,사직동,58.81623742,29.28729518,29.52894223
77,228803,953100,1952999,종로구,사직동,53.65129358,27.91928516,25.73200842
78,229436,953150,1952999,종로구,사직동,64.6932284,31.97807638,32.71515202
79,230070,953200,1952949,종로구,사직동,66.20448263,33.87698407,32.32749857
80,233239,953450,1952749,종로구,사직동,79.44333905,39.76962456,39.67371449
81,231337,953300,1952899,종로구,사직동,70.14184098,34.56157525,35.58026573
82,231970,953350,1952899,종로구,사직동,69.26319671,33.29614531,35.9670514
83,241446,954100,1953849,종로구,삼청동,57.60189324,30.21391721,27.38797604
84,241450,954100,1953649,종로구,삼청동,61.92104067,31.27386255,30.64717813
85,241452,954100,1953549,종로구,삼청동,71.80536317,36.9148475,34.89051568
86,242083,954150,1953649,종로구,삼청동,65.13025204,35.63581348,29.49443856
87,242085,954150,1953549,종로구,삼청동,63.15393701,32.62170989,30.53222712
88,242715,954200,1953699,종로구,삼청동,58.81484059,31.20970514,27.60513545
89,241461,954100,1953099,종로구,삼청동,73.6006638,39.71600098,33.88466282
90,242094,954150,1953099,종로구,삼청동,72.66632769,38.65462552,34.01170217
91,242727,954200,1953099,종로구,삼청동,73.55592092,37.92770562,35.6282153
92,243361,954250,1953049,종로구,삼청동,72.62895608,39.20491027,33.42404581
93,243994,954300,1953049,종로구,삼청동,79.43448066,41.96441023,37.47007043
94,219875,952400,1956299,종로구,부암동,32.51619708,18.04183992,14.47435715
95,220510,952450,1956199,종로구,부암동,27.95545484,14.40179595,13.5536589
96,220511,952450,1956149,종로구,부암동,26.84160217,14.7394995,12.10210266
97,217352,952200,1955849,종로구,부암동,36.01288858,20.4884413,15.52444728
98,217985,952250,1955849,종로구,부암동,37.721698,20.80401051,16.91768748
99,215457,952050,1955649,종로구,부암동,25.4946539,14.79360155,10.70105235
100,216089,952100,1955699,종로구,부암동,26.78195393,13.23443297,13.54752096
101,223692,952700,1955349,종로구,부암동,32.81574594,17.46752902,15.34821692
102,217353,952200,1955799,종로구,부암동,29.57543296,15.58236139,13.99307156
103,222409,952600,1956199,종로구,평창동,28.53675975,16.22181907,12.31494068
104,220522,952450,1955599,종로구,부암동,21.87179191,11.77722844,10.09456347
105,221155,952500,1955599,종로구,부암동,21.65575754,12.03155302,9.624204517
106,221789,952550,1955549,종로구,부암동,19.81275496,10.73560793,9.077147026
107,220509,952450,1956249,종로구,부암동,30.71226029,15.72908211,14.98317818
108,216090,952100,1955649,종로구,부암동,24.47650647,13.03766611,11.43884036
109,216722,952150,1955699,종로구,부암동,26.15637859,13.47325446,12.68312413
110,217355,952200,1955699,종로구,부암동,27.15526624,14.11048993,13.04477631
111,217988,952250,1955699,종로구,부암동,29.07428225,15.91980208,13.15448017
112,221156,952500,1955549,종로구,부암동,21.22656198,11.42304317,9.803518818
113,229366,953150,1956499,종로구,평창동,30.22513115,15.92513422,14.29999693
114,229999,953200,1956499,종로구,평창동,23.21780096,12.0334504,11.18435055
115,234424,953550,1956799,종로구,평창동,14.51901195,7.63033569,6.888676263
116,235057,953600,1956799,종로구,평창동,13.23689943,6.907622636,6.329276796
117,239484,953950,1956999,종로구,평창동,18.49929389,10.03915378,8.460140117
118,240749,954050,1957049,종로구,평창동,17.79711212,9.524560024,8.272552099
119,241382,954100,1957049,종로구,평창동,20.77703132,10.95189657,9.825134748
120,242015,954150,1957049,종로구,평창동,22.32572686,11.41570912,10.91001774
121,223041,952650,1956249,종로구,평창동,31.75036684,16.07069779,15.67966905
122,231264,953300,1956549,종로구,평창동,19.20596988,10.25955598,8.946413904
123,231897,953350,1956549,종로구,평창동,20.08330255,11.03203246,9.051270088
124,235689,953650,1956849,종로구,평창동,15.85580217,8.062241971,7.793560197
125,236322,953700,1956849,종로구,평창동,18.81553,10.97928979,7.836240216
126,230000,953200,1956449,종로구,평창동,24.86928546,12.53949844,12.32978701
127,230632,953250,1956499,종로구,평창동,22.20186973,11.0741412,11.12772852
128,231265,953300,1956499,종로구,평창동,20.76518755,11.16189859,9.603288962
129,231898,953350,1956499,종로구,평창동,23.55610139,11.82082009,11.7352813
130,232530,953400,1956549,종로구,평창동,23.14573659,12.9070329,10.23870368
131,235690,953650,1956799,종로구,평창동,17.95644313,10.06646952,7.889973602
132,223674,952700,1956249,종로구,평창동,39.46767533,20.45530228,19.01237305
133,238852,953900,1956949,종로구,평창동,18.96694784,10.03894731,8.928000531
134,240117,954000,1956999,종로구,평창동,16.94868898,8.777161121,8.171527864
135,214241,951950,1953149,종로구,무악동,58.23860396,25.61286836,32.6257356
136,214875,952000,1953099,종로구,무악동,61.7016217,25.25237922,36.44924248
137,215509,952050,1953049,종로구,무악동,66.09095422,27.85467489,38.23627933
138,217410,952200,1952949,종로구,무악동,60.83164837,27.31801032,33.51363805
139,218046,952250,1952799,종로구,무악동,60.55224661,30.77971034,29.77253627
140,212338,951800,1953349,종로구,무악동,33.21268098,17.37455268,15.83812831
141,212971,951850,1953349,종로구,무악동,28.99925417,16.10598259,12.89327159
142,212972,951850,1953299,종로구,무악동,45.480827,27.65263322,17.82819378
143,212337,951800,1953399,서대문구,홍제2동,32.94749258,17.48108651,15.46640607
144,213607,951900,1953199,종로구,무악동,59.98776332,30.21848129,29.76928203
145,218680,952300,1952749,종로구,무악동,55.21934669,30.86943665,24.34991004
146,220580,952450,1952699,종로구,교남동,48.69979546,23.36435273,25.33544273
147,221213,952500,1952699,종로구,교남동,53.53016178,27.59196396,25.93819782
148,221846,952550,1952699,종로구,교남동,51.01463124,29.06247621,21.95215503
149,222479,952600,1952699,종로구,교남동,53.70340831,32.77910229,20.92430602
150,219949,952400,1952599,종로구,교남동,48.96002449,25.58831088,23.37171362
151,220583,952450,1952549,종로구,교남동,51.30918531,26.24758706,25.06159824
152,221217,952500,1952499,종로구,교남동,57.26555135,29.63994059,27.62561076
153,221851,952550,1952449,종로구,교남동,56.89115947,28.61223964,28.27891984
154,222485,952600,1952399,종로구,교남동,63.67394801,34.602787,29.07116101
155,223112,952650,1952699,종로구,교남동,53.97001521,33.13286041,20.83715479
156,223119,952650,1952349,종로구,교남동,54.75049658,27.3796494,27.37084718
157,223120,952650,1952299,종로구,교남동,51.86083705,25.02405192,26.83678513
158,223754,952700,1952249,종로구,교남동,52.90833986,26.32973602,26.57860384
159,224388,952750,1952199,종로구,교남동,66.27662195,35.99006083,30.28656112
160,225023,952800,1952099,종로구,교남동,65.40751981,35.18829387,30.21922594
161,225657,952850,1952049,종로구,교남동,61.7512617,33.24398535,28.50727635
162,227554,953000,1952149,종로구,교남동,74.60564619,39.74562106,34.86002513
163,227555,953000,1952099,종로구,교남동,66.09616927,36.15876154,29.93740773
164,249054,954700,1953249,종로구,가회동,78.86277298,42.36746882,36.49530416
165,249687,954750,1953249,종로구,가회동,71.84293964,35.95313146,35.88980818
166,261717,955700,1953099,종로구,이화동,88.21539468,45.43396723,42.78142745
167,260453,955600,1952999,종로구,종로1·2·3·4가동,73.69046143,38.27204906,35.41841237
168,260454,955600,1952949,종로구,종로1·2·3·4가동,71.32925771,36.614359,34.71489871
169,260455,955600,1952899,종로구,종로1·2·3·4가동,71.95475347,37.68009849,34.27465497
170,260456,955600,1952849,종로구,종로1·2·3·4가동,68.02294264,36.10687369,31.91606895
171,261087,955650,1952949,종로구,종로1·2·3·4가동,73.86203635,39.17380637,34.68822998
172,261088,955650,1952899,종로구,종로1·2·3·4가동,67.98268568,34.70276177,33.27992392
173,261090,955650,1952799,종로구,종로1·2·3·4가동,65.91776965,33.92186257,31.99590708
174,262351,955750,1953049,종로구,종로1·2·3·4가동,83.05494125,42.05076336,41.00417789
175,261089,955650,1952849,종로구,종로5·6가동,66.70507657,35.1953224,31.50975417
176,253490,955050,1952999,종로구,종로1·2·3·4가동,71.91732105,36.69523423,35.22208682
177,253491,955050,1952949,종로구,종로1·2·3·4가동,78.0702809,40.85969309,37.21058781
178,256665,955300,1952499,종로구,종로1·2·3·4가동,96.00246064,41.47272782,54.52973282
179,257298,955350,1952499,종로구,종로1·2·3·4가동,89.45426941,36.94166998,52.51259942
180,257931,955400,1952499,종로구,종로1·2·3·4가동,80.44726861,37.81620132,42.6310673
181,259824,955550,1952799,종로구,종로1·2·3·4가동,76.67532297,38.21748888,38.45783409
182,260457,955600,1952799,종로구,종로1·2·3·4가동,68.19713708,34.4806298,33.71650728
183,261091,955650,1952749,종로구,종로1·2·3·4가동,80.79546238,36.52852128,44.2669411
184,261092,955650,1952699,종로구,종로1·2·3·4가동,78.27351825,36.94782607,41.32569219
185,261093,955650,1952649,종로구,종로1·2·3·4가동,68.37577188,36.17282978,32.2029421
186,261094,955650,1952599,종로구,종로1·2·3·4가동,68.92996185,37.08574931,31.84421254
187,262362,955750,1952499,종로구,종로1·2·3·4가동,75.47566354,37.21755124,38.2581123
188,263627,955850,1952549,종로구,종로5·6가동,67.75834504,35.20429897,32.55404607
189,252856,955000,1953049,종로구,종로1·2·3·4가동,75.07445242,39.61691324,35.45753918
190,253492,955050,1952899,종로구,종로1·2·3·4가동,83.57242525,42.71185069,40.86057456
191,253496,955050,1952699,종로구,종로1·2·3·4가동,94.56818841,42.58315095,51.98503746
192,244634,954350,1952699,종로구,종로1·2·3·4가동,87.79271674,43.14430067,44.64841607
193,244635,954350,1952649,종로구,종로1·2·3·4가동,84.75346095,43.875664,40.87779695
194,248431,954650,1952749,종로구,종로1·2·3·4가동,80.87612972,43.2119779,37.66415182
195,249695,954750,1952849,종로구,종로1·2·3·4가동,83.30891956,44.04504663,39.26387293
196,244002,954300,1952649,종로구,종로1·2·3·4가동,78.78334785,40.1728506,38.61049725
197,244006,954300,1952449,종로구,종로1·2·3·4가동,84.34434079,44.94117557,39.40316522
198,244636,954350,1952599,종로구,종로1·2·3·4가동,85.76983238,45.48316845,40.28666393
199,244637,954350,1952549,종로구,종로1·2·3·4가동,90.9316178,46.22311101,44.70850679
200,245268,954400,1952649,종로구,종로1·2·3·4가동,81.56567499,41.89506339,39.6706116
201,245272,954400,1952449,종로구,종로1·2·3·4가동,84.80655815,44.80421523,40.00234293
202,245901,954450,1952649,종로구,종로1·2·3·4가동,76.36971709,39.57927264,36.79044445
203,245905,954450,1952449,종로구,종로1·2·3·4가동,87.68209187,45.56592229,42.11616958
204,246538,954500,1952449,종로구,종로1·2·3·4가동,80.73738156,43.42293104,37.31445052
205,247171,954550,1952449,종로구,종로1·2·3·4가동,75.60319446,41.2883969,34.31479757
206,248432,954650,1952699,종로구,종로1·2·3·4가동,81.86573016,42.71071219,39.15501798
207,248433,954650,1952649,종로구,종로1·2·3·4가동,85.01495886,44.42342037,40.59153849
208,249065,954700,1952699,종로구,종로1·2·3·4가동,86.34878533,46.31580529,40.03298005
209,249066,954700,1952649,종로구,종로1·2·3·4가동,91.33863005,46.34664063,44.99198942
210,249067,954700,1952599,종로구,종로1·2·3·4가동,81.50932097,44.00981542,37.49950555
211,249070,954700,1952449,종로구,종로1·2·3·4가동,76.03327726,38.65774456,37.3755327
212,249700,954750,1952599,종로구,종로1·2·3·4가동,88.27074511,43.11009016,45.16065495
213,249701,954750,1952549,종로구,종로1·2·3·4가동,89.6234471,42.65993704,46.96351006
214,249702,954750,1952499,종로구,종로1·2·3·4가동,80.63189643,42.62197,38.00992643
215,250332,954800,1952649,종로구,종로1·2·3·4가동,95.6009595,51.26724659,44.33371292
216,251601,954900,1952499,종로구,종로1·2·3·4가동,78.08176508,41.16553173,36.91623335
217,251602,954900,1952449,종로구,종로1·2·3·4가동,75.82657383,38.0770142,37.74955963
218,250964,954850,1952699,종로구,종로1·2·3·4가동,98.29850636,43.93179505,54.36671131
219,250965,954850,1952649,종로구,종로1·2·3·4가동,99.04716797,51.70064928,47.34651869
220,250966,954850,1952599,종로구,종로1·2·3·4가동,93.76292551,44.76467025,48.99825526
221,251598,954900,1952649,종로구,종로1·2·3·4가동,110.98086,52.55976946,58.42109054
222,251599,954900,1952599,종로구,종로1·2·3·4가동,90.76832788,41.15358879,49.61473909
223,251600,954900,1952549,종로구,종로1·2·3·4가동,81.71169464,38.92737406,42.78432058
224,252863,955000,1952699,종로구,종로1·2·3·4가동,100.0039167,51.59084168,48.41307498
225,244628,954350,1952999,종로구,종로1·2·3·4가동,80.06052407,41.37834955,38.68217451
226,244629,954350,1952949,종로구,종로1·2·3·4가동,80.27394514,40.5295589,39.74438624
227,244630,954350,1952899,종로구,종로1·2·3·4가동,83.73315721,44.39087542,39.34228179
228,244631,954350,1952849,종로구,종로1·2·3·4가동,80.08858987,41.70929979,38.37929008
229,248426,954650,1952999,종로구,종로1·2·3·4가동,83.04220881,42.4304908,40.61171801
230,248427,954650,1952949,종로구,종로1·2·3·4가동,76.19983626,40.67352301,35.52631325
231,249059,954700,1952999,종로구,종로1·2·3·4가동,80.44273037,39.09012482,41.35260555
232,249060,954700,1952949,종로구,종로1·2·3·4가동,75.82594453,41.08171851,34.74422602
233,249694,954750,1952899,종로구,종로1·2·3·4가동,77.62921399,39.32320767,38.30600632
234,238298,953850,1952999,종로구,종로1·2·3·4가동,88.0163861,41.22262844,46.79375765
235,238299,953850,1952949,종로구,종로1·2·3·4가동,79.94434428,41.70227975,38.24206454
236,238300,953850,1952899,종로구,종로1·2·3·4가동,71.60233068,37.86818415,33.73414653
237,238301,953850,1952849,종로구,종로1·2·3·4가동,73.93854135,39.91082182,34.02771954
238,238302,953850,1952799,종로구,종로1·2·3·4가동,80.7410762,44.44275908,36.29831712
239,238303,953850,1952749,종로구,종로1·2·3·4가동,75.52479195,41.34142645,34.18336551
240,238306,953850,1952599,종로구,종로1·2·3·4가동,78.04212169,42.61899786,35.42312383
241,238942,953900,1952449,종로구,종로1·2·3·4가동,87.38054272,43.40930438,43.97123833
242,239565,953950,1952949,종로구,종로1·2·3·4가동,76.7409899,42.43467916,34.30631074
243,239566,953950,1952899,종로구,종로1·2·3·4가동,74.14555416,38.49870688,35.64684728
244,239567,953950,1952849,종로구,종로1·2·3·4가동,79.63434895,38.21471381,41.41963514
245,239571,953950,1952649,종로구,종로1·2·3·4가동,87.13658668,41.39583041,45.74075627
246,239572,953950,1952599,종로구,종로1·2·3·4가동,78.98986641,38.58551676,40.40434965
247,239574,953950,1952499,종로구,종로1·2·3·4가동,80.87628106,40.0004978,40.87578326
248,239575,953950,1952449,종로구,종로1·2·3·4가동,83.12474723,40.08691984,43.03782739
249,240196,954000,1953049,종로구,종로1·2·3·4가동,79.65325598,40.6221795,39.03107648
250,240197,954000,1952999,종로구,종로1·2·3·4가동,80.45992575,42.21261292,38.24731283
251,240203,954000,1952699,종로구,종로1·2·3·4가동,88.77173146,40.94214524,47.82958622
252,240204,954000,1952649,종로구,종로1·2·3·4가동,84.29023117,37.07339193,47.21683924
253,240208,954000,1952449,종로구,종로1·2·3·4가동,85.34882267,38.88646184,46.46236083
254,240832,954050,1952899,종로구,종로1·2·3·4가동,78.25923706,39.41314959,38.84608748
255,240833,954050,1952849,종로구,종로1·2·3·4가동,80.69261435,39.02421591,41.66839844
256,240834,954050,1952799,종로구,종로1·2·3·4가동,86.0446461,41.28841088,44.75623522
257,240839,954050,1952549,종로구,종로1·2·3·4가동,82.26179763,38.47312769,43.78866994
258,240840,954050,1952499,종로구,종로1·2·3·4가동,87.48478664,40.01733615,47.46745049
259,240841,954050,1952449,종로구,종로1·2·3·4가동,78.03468147,38.10916771,39.92551375
260,241472,954100,1952549,종로구,종로1·2·3·4가동,83.86036511,40.70497407,43.15539103
261,241474,954100,1952449,종로구,종로1·2·3·4가동,91.49010399,41.91255977,49.57754422
262,242107,954150,1952449,종로구,종로1·2·3·4가동,78.28430031,38.03522318,40.24907712
263,244632,954350,1952799,종로구,종로1·2·3·4가동,81.93972079,43.65593279,38.283788
264,244633,954350,1952749,종로구,종로1·2·3·4가동,88.19138493,43.39418927,44.79719566
265,238930,953900,1953049,종로구,청운효자동,85.52073956,44.9466617,40.57407785
266,249699,954750,1952649,종로구,종로1·2·3·4가동,90.86673617,47.26863278,43.59810339
267,238944,953900,1952349,종로구,종로1·2·3·4가동,85.71536011,41.3214763,44.39388381
268,239576,953950,1952399,종로구,종로1·2·3·4가동,79.03449723,40.53769078,38.49680645
269,239577,953950,1952349,종로구,종로1·2·3·4가동,89.44268849,46.83064933,42.61203917
270,240209,954000,1952399,종로구,종로1·2·3·4가동,83.74773441,39.22113527,44.52659913
271,240210,954000,1952349,종로구,종로1·2·3·4가동,88.17885811,42.14520207,46.03365604
272,240843,954050,1952349,종로구,종로1·2·3·4가동,85.48734926,42.04027535,43.44707392
273,242742,954200,1952349,종로구,종로1·2·3·4가동,76.68805427,37.51412297,39.17393129
274,243375,954250,1952349,종로구,종로1·2·3·4가동,82.83841093,42.43743821,40.40097272
275,244008,954300,1952349,종로구,종로1·2·3·4가동,80.47117753,42.52111756,37.95005997
276,244641,954350,1952349,종로구,종로1·2·3·4가동,80.80938512,40.6933778,40.11600732
277,245275,954400,1952299,종로구,종로1·2·3·4가동,83.12852378,39.98164444,43.14687934
278,245908,954450,1952299,종로구,종로1·2·3·4가동,80.81540476,42.28187341,38.53353135
279,246541,954500,1952299,종로구,종로1·2·3·4가동,75.40073261,40.0298212,35.37091141
280,247805,954600,1952399,종로구,종로1·2·3·4가동,75.20445562,42.54453209,32.65992352
281,247808,954600,1952249,종로구,종로1·2·3·4가동,70.90866124,35.75694253,35.15171871
282,248441,954650,1952249,종로구,종로1·2·3·4가동,73.26488647,40.5785087,32.68637776
283,249071,954700,1952399,종로구,종로1·2·3·4가동,75.46584639,40.5023059,34.96354049
284,249704,954750,1952399,종로구,종로1·2·3·4가동,83.97378847,42.15974865,41.81403982
285,249705,954750,1952349,종로구,종로1·2·3·4가동,80.40359891,38.2442273,42.15937161
286,249706,954750,1952299,종로구,종로1·2·3·4가동,78.55020015,36.63930197,41.91089818
287,250973,954850,1952249,종로구,종로1·2·3·4가동,75.54442289,35.54552112,39.99890177
288,251604,954900,1952349,종로구,종로1·2·3·4가동,75.58511219,40.0021945,35.58291769
289,251605,954900,1952299,종로구,종로1·2·3·4가동,78.71456571,38.96965105,39.74491466
290,251606,954900,1952249,종로구,종로1·2·3·4가동,77.3490141,34.77023716,42.57877695
291,252235,954950,1952449,종로구,종로1·2·3·4가동,77.43428636,38.19875901,39.23552734
292,252238,954950,1952299,종로구,종로1·2·3·4가동,71.1571414,34.38114872,36.77599268
293,252239,954950,1952249,종로구,종로1·2·3·4가동,69.67082332,34.60813442,35.06268889
294,252868,955000,1952449,종로구,종로1·2·3·4가동,87.94311557,39.02316011,48.91995546
295,252872,955000,1952249,종로구,종로1·2·3·4가동,73.63502232,36.46888695,37.16613537
296,254138,955100,1952249,종로구,종로1·2·3·4가동,82.17810761,43.94790156,38.23020606
297,254768,955150,1952399,종로구,종로1·2·3·4가동,92.56856307,42.83823685,49.73032623
298,254769,955150,1952349,종로구,종로1·2·3·4가동,83.56813026,42.84280882,40.72532144
299,254770,955150,1952299,종로구,종로1·2·3·4가동,81.42574286,43.56418322,37.86155964
300,254771,955150,1952249,종로구,종로1·2·3·4가동,83.28115684,45.5620883,37.71906854
301,255403,955200,1952299,종로구,종로1·2·3·4가동,82.11421953,41.67406534,40.4401542
302,255404,955200,1952249,종로구,종로1·2·3·4가동,86.64427472,44.59202007,42.05225465
303,256037,955250,1952249,종로구,종로1·2·3·4가동,85.83498654,39.13754103,46.69744551
304,256670,955300,1952249,종로구,종로1·2·3·4가동,80.17379668,38.83906162,41.33473506
305,257303,955350,1952249,종로구,종로1·2·3·4가동,79.68966546,38.70914481,40.98052066
306,257932,955400,1952449,종로구,종로1·2·3·4가동,75.68650932,41.36557984,34.32092948
307,257935,955400,1952299,종로구,종로1·2·3·4가동,72.73442121,36.97835026,35.75607095
308,258565,955450,1952449,종로구,종로1·2·3·4가동,67.05408385,36.11892925,30.9351546
309,258566,955450,1952399,종로구,종로1·2·3·4가동,70.74674416,34.6513675,36.09537666
310,258568,955450,1952299,종로구,종로1·2·3·4가동,73.04622174,37.46589283,35.58032891
311,259198,955500,1952449,종로구,종로1·2·3·4가동,69.68045995,36.63510649,33.04535347
312,259201,955500,1952299,종로구,종로1·2·3·4가동,74.63422768,36.96612076,37.66810692
313,259834,955550,1952299,종로구,종로1·2·3·4가동,79.95100896,40.37358852,39.57742044
314,260464,955600,1952449,종로구,종로1·2·3·4가동,77.89845765,38.81004038,39.08841727
315,260467,955600,1952299,종로구,종로1·2·3·4가동,79.23438559,40.74771868,38.48666691
316,261097,955650,1952449,종로구,종로1·2·3·4가동,69.11896601,35.19947099,33.91949502
317,261098,955650,1952399,종로구,종로1·2·3·4가동,76.20076842,38.23521773,37.96555069
318,261099,955650,1952349,종로구,종로1·2·3·4가동,74.73721174,39.33020632,35.40700542
319,261100,955650,1952299,종로구,종로1·2·3·4가동,81.95630217,41.84456368,40.11173849
320,261730,955700,1952449,종로구,종로1·2·3·4가동,74.11022229,36.92544855,37.18477374
321,261733,955700,1952299,종로구,종로1·2·3·4가동,83.4053472,40.52561916,42.87972804
322,262365,955750,1952349,종로구,종로1·2·3·4가동,75.60264541,39.81815384,35.78449157
323,262995,955800,1952499,종로구,종로1·2·3·4가동,71.69407264,36.94041354,34.7536591
324,262998,955800,1952349,종로구,종로1·2·3·4가동,80.12697925,40.78660064,39.34037861
325,263631,955850,1952349,종로구,종로1·2·3·4가동,87.74476136,43.57934831,44.16541305
326,264264,955900,1952349,종로구,종로1·2·3·4가동,92.25006341,49.27100966,42.97905374
327,264897,955950,1952349,종로구,종로1·2·3·4가동,91.82437138,45.25279923,46.57157215
328,263628,955850,1952499,종로구,종로5·6가동,73.77118184,39.22861734,34.5425645
329,264896,955950,1952399,종로구,종로5·6가동,82.34026306,40.15094011,42.18932295
330,269948,956350,1952999,종로구,종로5·6가동,53.62267371,27.82138209,25.80129162
331,271852,956500,1952749,종로구,종로5·6가동,67.4828722,32.5573458,34.92552641
332,272486,956550,1952699,종로구,종로5·6가동,68.94516127,36.03393707,32.9112242
