년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2019/12/30,"29,000","250","249,051","7,221,098,300","28,600","29,450","28,600","2,033,875","70,133,611"
2019/12/27,"28,750","850","476,147","13,589,213,550","27,500","29,050","27,400","2,016,341","70,133,611"
2019/12/26,"27,900","-200","269,209","7,534,404,750","28,150","28,300","27,800","1,956,728","70,133,611"
2019/12/24,"28,100","300","261,022","7,304,286,600","28,000","28,250","27,650","1,970,754","70,133,611"
2019/12/23,"27,800","200","187,962","5,216,987,350","28,000","28,000","27,550","1,949,714","70,133,611"
2019/12/20,"27,600","-50","244,550","6,790,744,500","27,800","28,250","27,450","1,935,688","70,133,611"
2019/12/19,"27,650","-350","213,285","5,898,204,800","28,000","28,050","27,450","1,939,194","70,133,611"
2019/12/18,"28,000","950","313,186","8,701,795,600","27,200","28,150","27,100","1,963,741","70,133,611"
2019/12/17,"27,050","-250","482,591","13,144,680,750","27,450","27,450","27,050","1,897,114","70,133,611"
2019/12/16,"27,300","100","302,999","8,238,658,000","27,200","27,550","26,950","1,914,648","70,133,611"
2019/12/13,"27,200","-900","914,681","24,881,339,300","28,200","28,250","26,850","1,907,634","70,133,611"
2019/12/12,"28,100","-350","675,334","19,028,830,550","28,300","28,750","27,800","1,970,754","70,133,611"
2019/12/11,"28,450","550","223,127","6,336,935,650","27,950","28,650","27,850","1,995,301","70,133,611"
2019/12/10,"27,900","-100","235,080","6,551,019,150","28,150","28,150","27,700","1,956,728","70,133,611"
2019/12/09,"28,000","-450","325,924","9,224,498,700","28,550","28,800","27,950","1,963,741","70,133,611"
2019/12/06,"28,450","-100","142,494","4,062,976,650","28,550","28,750","28,300","1,995,301","70,133,611"
2019/12/05,"28,550","-500","147,379","4,214,319,200","29,050","29,100","28,450","2,002,315","70,133,611"
2019/12/04,"29,050","500","382,032","11,080,889,150","28,550","29,200","28,450","2,037,381","70,133,611"
2019/12/03,"28,550","750","410,393","11,653,794,300","27,800","28,600","27,800","2,002,315","70,133,611"
2019/12/02,"27,800","-450","260,949","7,307,221,350","28,300","28,650","27,650","1,949,714","70,133,611"
2019/11/29,"28,250","-200","378,062","10,641,767,650","28,500","28,900","27,850","1,981,275","70,133,611"
2019/11/28,"28,450","-300","461,393","13,030,995,350","28,750","28,750","27,850","1,995,301","70,133,611"
2019/11/27,"28,750","-300","203,410","5,870,801,250","28,700","29,200","28,700","2,016,341","70,133,611"
2019/11/26,"29,050","-550","420,957","12,208,287,350","29,650","29,700","28,800","2,037,381","70,133,611"
2019/11/25,"29,600","-250","261,431","7,705,573,150","29,750","29,750","29,300","2,075,955","70,133,611"
2019/11/22,"29,850","-500","274,706","8,200,640,200","30,400","30,400","29,550","2,093,488","70,133,611"
2019/11/21,"30,350","-350","269,896","8,242,817,700","30,700","30,950","30,250","2,128,555","70,133,611"
2019/11/20,"30,700","300","490,315","15,086,370,750","30,150","31,200","30,100","2,153,102","70,133,611"
2019/11/19,"30,400","1,550","695,372","20,890,487,200","28,850","30,500","28,650","2,132,062","70,133,611"
2019/11/18,"28,850","-800","346,008","10,041,546,150","29,600","29,900","28,800","2,023,355","70,133,611"
2019/11/15,"29,650","250","1,083,191","31,210,940,900","28,950","29,850","27,050","2,079,462","70,133,611"
2019/11/14,"29,400","150","265,841","7,786,590,600","29,400","29,600","28,950","2,061,928","70,133,611"
2019/11/13,"29,250","-150","173,395","5,081,461,600","29,150","29,550","29,100","2,051,408","70,133,611"
2019/11/12,"29,400","-200","189,216","5,523,972,700","29,600","29,650","28,950","2,061,928","70,133,611"
2019/11/11,"29,600","300","179,556","5,284,434,650","29,300","29,750","29,100","2,075,955","70,133,611"
2019/11/08,"29,300","-300","190,006","5,584,321,500","29,500","29,650","29,150","2,054,915","70,133,611"
2019/11/07,"29,600","300","235,748","6,940,801,400","29,100","29,800","29,050","2,075,955","70,133,611"
2019/11/06,"29,300","-150","193,718","5,667,036,600","29,450","29,550","29,050","2,054,915","70,133,611"
2019/11/05,"29,450","-100","216,976","6,377,086,200","29,500","29,600","29,050","2,065,435","70,133,611"
2019/11/04,"29,550","200","416,525","12,373,740,500","29,450","30,100","29,450","2,072,448","70,133,611"
2019/11/01,"29,350","900","459,211","13,356,142,900","28,450","29,450","28,300","2,058,421","70,133,611"
2019/10/31,"28,450","250","303,034","8,594,976,750","28,250","28,550","28,050","1,995,301","70,133,611"
2019/10/30,"28,200","500","317,101","8,942,779,900","27,750","28,450","27,700","1,977,768","70,133,611"
2019/10/29,"27,700","-300","196,631","5,489,125,300","28,000","28,200","27,700","1,942,701","70,133,611"
2019/10/28,"28,000","-250","205,664","5,771,749,300","28,400","28,400","27,850","1,963,741","70,133,611"
2019/10/25,"28,250","-200","174,332","4,916,977,850","28,450","28,500","28,050","1,981,275","70,133,611"
2019/10/24,"28,450","700","405,409","11,454,086,450","27,750","28,500","27,450","1,995,301","70,133,611"
2019/10/23,"27,750","-350","261,963","7,316,250,550","28,100","28,350","27,750","1,946,208","70,133,611"
2019/10/22,"28,100","850","534,433","14,917,874,350","27,300","28,400","27,300","1,970,754","70,133,611"
2019/10/21,"27,250","150","369,774","10,087,948,450","27,000","27,500","26,800","1,911,141","70,133,611"
2019/10/18,"27,100","950","736,732","19,940,050,200","26,300","27,450","26,200","1,900,621","70,133,611"
2019/10/17,"26,150","50","356,846","9,324,563,450","26,350","26,600","25,850","1,833,994","70,133,611"
2019/10/16,"26,100","650","497,644","12,952,091,650","25,550","26,350","25,550","1,830,487","70,133,611"
2019/10/15,"25,450","-400","873,683","22,244,058,350","25,950","26,100","25,150","1,784,900","70,133,611"
2019/10/14,"25,850","-1,300","843,360","22,083,659,850","26,750","27,050","25,600","1,812,954","70,133,611"
2019/10/11,"27,150","100","264,996","7,174,132,600","27,200","27,300","26,700","1,904,128","70,133,611"
2019/10/10,"27,050","-200","355,121","9,560,264,550","27,000","27,200","26,700","1,897,114","70,133,611"
2019/10/08,"27,250","600","307,145","8,345,441,950","26,900","27,300","26,700","1,911,141","70,133,611"
2019/10/07,"26,650","-350","234,927","6,274,322,350","27,000","27,100","26,550","1,869,061","70,133,611"
2019/10/04,"27,000","-600","311,069","8,428,778,400","27,600","27,600","26,750","1,893,607","70,133,611"
2019/10/02,"27,600","150","500,837","13,897,783,750","27,100","27,950","27,050","1,935,688","70,133,611"
2019/10/01,"27,450","250","523,900","14,461,071,400","27,100","27,950","26,850","1,925,168","70,133,611"
2019/09/30,"27,200","650","333,814","8,972,220,050","26,600","27,300","26,500","1,907,634","70,133,611"
2019/09/27,"26,550","350","405,675","10,814,007,450","26,500","26,950","26,250","1,862,047","70,133,611"
2019/09/26,"26,200","-600","330,371","8,707,351,850","26,800","26,850","26,050","1,837,501","70,133,611"
2019/09/25,"26,800","350","344,767","9,173,305,400","26,350","26,950","26,100","1,879,581","70,133,611"
2019/09/24,"26,450","250","239,274","6,301,227,250","26,200","26,500","26,000","1,855,034","70,133,611"
2019/09/23,"26,200","-800","466,297","12,302,972,950","27,000","27,000","26,150","1,837,501","70,133,611"
2019/09/20,"27,000","200","375,948","10,132,152,800","26,750","27,150","26,650","1,893,607","70,133,611"
2019/09/19,"26,800","50","295,110","7,905,781,050","26,700","27,100","26,500","1,879,581","70,133,611"
2019/09/18,"26,750","-100","536,430","14,206,546,750","26,850","26,850","26,200","1,876,074","70,133,611"
2019/09/17,"26,850","-450","593,576","15,934,519,350","27,300","27,350","26,550","1,883,087","70,133,611"
2019/09/16,"27,300","250","680,444","18,648,624,850","27,350","28,100","27,000","1,914,648","70,133,611"
2019/09/11,"27,050","250","391,732","10,566,004,700","26,700","27,050","26,650","1,897,114","70,133,611"
2019/09/10,"26,800","350","770,217","20,546,035,050","27,000","27,100","26,000","1,879,581","70,133,611"
2019/09/09,"26,450","500","406,483","10,701,251,950","25,700","26,550","25,700","1,855,034","70,133,611"
2019/09/06,"25,950","50","364,540","9,445,970,300","26,050","26,200","25,450","1,819,967","70,133,611"
2019/09/05,"25,900","350","635,854","16,468,611,500","25,950","26,400","25,500","1,816,461","70,133,611"
2019/09/04,"25,550","1,300","1,145,478","28,806,410,400","24,200","25,600","24,200","1,791,914","70,133,611"
2019/09/03,"24,250","550","693,272","16,809,630,300","23,600","24,500","23,550","1,700,740","70,133,611"
2019/09/02,"23,700","1,700","1,201,975","27,960,468,450","21,950","23,750","21,950","1,662,167","70,133,611"
2019/08/30,"22,000","250","232,022","5,119,902,000","21,950","22,200","21,850","1,542,939","70,133,611"
2019/08/29,"21,750","300","270,573","5,842,791,550","21,650","21,850","21,300","1,525,406","70,133,611"
2019/08/28,"21,450","-250","307,322","6,585,615,650","21,800","21,800","21,200","1,504,366","70,133,611"
2019/08/27,"21,700","0","251,258","5,479,329,300","21,800","22,000","21,700","1,521,899","70,133,611"
2019/08/26,"21,700","-300","183,628","4,006,009,800","21,800","22,000","21,650","1,521,899","70,133,611"
2019/08/23,"22,000","-50","203,811","4,476,104,050","22,100","22,200","21,700","1,542,939","70,133,611"
2019/08/22,"22,050","-50","302,005","6,679,677,950","22,200","22,350","21,900","1,546,446","70,133,611"
2019/08/21,"22,100","50","302,891","6,685,977,150","22,050","22,450","21,900","1,549,953","70,133,611"
2019/08/20,"22,050","-100","207,729","4,571,275,250","22,250","22,250","21,850","1,546,446","70,133,611"
