년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2018/12/28,"6,850","130","70,590","478,760,340","6,720","6,850","6,710","359,083","52,420,851"
2018/12/27,"6,720","50","48,127","323,094,140","6,730","6,780","6,600","352,268","52,420,851"
2018/12/26,"6,670","-150","68,188","455,286,110","6,750","6,810","6,620","349,647","52,420,851"
2018/12/24,"6,820","-140","68,540","471,129,500","6,900","6,950","6,820","357,510","52,420,851"
2018/12/21,"6,960","50","87,355","603,431,880","6,890","6,960","6,870","364,849","52,420,851"
2018/12/20,"6,910","-130","108,432","757,154,680","6,990","7,070","6,910","362,228","52,420,851"
2018/12/19,"7,040","140","127,667","897,283,270","6,940","7,080","6,910","369,043","52,420,851"
2018/12/18,"6,900","-100","81,268","564,016,750","6,980","6,990","6,900","361,704","52,420,851"
2018/12/17,"7,000","40","93,472","644,918,650","6,890","7,040","6,810","366,946","52,420,851"
2018/12/14,"6,960","-100","143,614","1,005,882,090","7,070","7,090","6,920","364,849","52,420,851"
2018/12/13,"7,060","110","114,994","809,383,940","7,010","7,100","6,940","370,091","52,420,851"
2018/12/12,"6,950","140","99,410","687,585,760","6,810","6,980","6,810","364,325","52,420,851"
2018/12/11,"6,810","-100","132,267","909,894,370","6,920","6,970","6,810","356,986","52,420,851"
2018/12/10,"6,910","60","127,958","884,316,080","6,850","6,970","6,790","362,228","52,420,851"
2018/12/07,"6,850","60","416,396","2,936,397,250","7,080","7,320","6,850","359,083","52,420,851"
2018/12/06,"6,790","-170","76,128","522,611,650","6,980","6,990","6,780","355,938","52,420,851"
2018/12/05,"6,960","0","56,730","393,129,730","6,810","7,020","6,800","364,849","52,420,851"
2018/12/04,"6,960","-60","70,623","491,176,800","7,020","7,040","6,850","364,849","52,420,851"
2018/12/03,"7,020","150","57,667","403,015,010","6,880","7,020","6,810","367,994","52,420,851"
2018/11/30,"6,870","-120","76,018","528,923,620","6,930","7,070","6,870","360,131","52,420,851"
2018/11/29,"6,990","-60","102,495","720,765,850","7,100","7,100","6,930","366,422","52,420,851"
2018/11/28,"7,050","230","214,157","1,503,076,390","6,850","7,110","6,750","369,567","52,420,851"
2018/11/27,"6,820","110","80,376","547,343,220","6,750","6,840","6,730","357,510","52,420,851"
2018/11/26,"6,710","190","114,689","768,044,560","6,540","6,750","6,540","351,744","52,420,851"
2018/11/23,"6,520","-70","165,875","1,102,268,430","6,620","6,750","6,510","341,784","52,420,851"
2018/11/22,"6,590","140","182,327","1,199,058,070","6,480","6,680","6,450","345,453","52,420,851"
2018/11/21,"6,450","20","84,725","540,591,230","6,390","6,470","6,290","338,114","52,420,851"
2018/11/20,"6,430","40","133,456","853,336,880","6,340","6,480","6,260","337,066","52,420,851"
2018/11/19,"6,390","130","110,911","703,339,860","6,230","6,400","6,230","334,969","52,420,851"
2018/11/16,"6,260","180","106,552","662,273,230","6,080","6,270","6,080","328,155","52,420,851"
2018/11/15,"6,080","-10","70,036","425,394,330","6,130","6,160","6,010","318,719","52,420,851"
2018/11/14,"6,090","50","70,629","426,993,610","6,030","6,130","5,960","319,243","52,420,851"
2018/11/13,"6,040","70","63,059","372,612,910","5,900","6,040","5,830","316,622","52,420,851"
2018/11/12,"5,970","-40","52,832","315,628,960","6,010","6,030","5,930","312,952","52,420,851"
2018/11/09,"6,010","-170","113,120","686,658,010","6,170","6,180","6,000","315,049","52,420,851"
2018/11/08,"6,180","280","186,091","1,137,877,650","6,020","6,200","5,990","323,961","52,420,851"
2018/11/07,"5,900","-170","113,025","679,702,790","6,040","6,150","5,870","309,283","52,420,851"
2018/11/06,"6,070","150","85,619","514,062,200","5,920","6,070","5,920","318,195","52,420,851"
2018/11/05,"5,920","-70","117,677","696,691,650","5,980","6,020","5,860","310,331","52,420,851"
2018/11/02,"5,990","210","132,400","786,593,410","5,800","6,050","5,780","314,001","52,420,851"
2018/11/01,"5,780","170","131,943","757,776,470","5,620","5,830","5,620","302,993","52,420,851"
2018/10/31,"5,610","-20","128,707","726,430,000","5,650","5,730","5,540","294,081","52,420,851"
2018/10/30,"5,630","90","210,569","1,169,557,190","5,410","5,650","5,410","295,129","52,420,851"
2018/10/29,"5,540","-260","172,023","986,933,760","5,710","5,910","5,510","290,412","52,420,851"
2018/10/26,"5,800","-80","205,599","1,203,241,840","5,910","6,000","5,740","304,041","52,420,851"
2018/10/25,"5,880","-250","210,596","1,249,118,120","6,000","6,060","5,860","308,235","52,420,851"
2018/10/24,"6,130","-140","137,577","853,059,920","6,250","6,330","6,120","321,340","52,420,851"
2018/10/23,"6,270","-130","127,609","805,363,730","6,400","6,440","6,260","328,679","52,420,851"
2018/10/22,"6,400","0","98,988","632,378,030","6,390","6,450","6,310","335,493","52,420,851"
2018/10/19,"6,400","-140","219,035","1,402,485,100","6,540","6,560","6,360","335,493","52,420,851"
2018/10/18,"6,540","-10","95,506","626,245,610","6,510","6,620","6,510","342,832","52,420,851"
2018/10/17,"6,550","160","163,635","1,068,940,610","6,510","6,580","6,490","343,357","52,420,851"
2018/10/16,"6,390","30","102,427","656,473,180","6,360","6,470","6,310","334,969","52,420,851"
2018/10/15,"6,360","-190","149,862","962,407,410","6,490","6,540","6,320","333,397","52,420,851"
2018/10/12,"6,550","100","231,940","1,501,732,550","6,200","6,610","6,200","343,357","52,420,851"
2018/10/11,"6,450","-550","281,404","1,879,706,700","6,850","6,850","6,450","338,114","52,420,851"
2018/10/10,"7,000","-220","168,285","1,189,279,870","7,230","7,230","7,000","366,946","52,420,851"
2018/10/08,"7,220","-30","82,557","599,036,660","7,250","7,320","7,200","378,479","52,420,851"
2018/10/05,"7,250","-110","149,951","1,089,155,630","7,350","7,400","7,160","380,051","52,420,851"
2018/10/04,"7,360","-50","72,489","536,379,190","7,420","7,490","7,350","385,817","52,420,851"
