년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2018/12/28,"102,000","-1,500","23,025","2,370,310,500","103,500","105,000","102,000","1,007,682","9,879,236"
2018/12/27,"103,500","1,000","18,943","1,966,567,500","103,500","105,000","102,000","1,022,501","9,879,236"
2018/12/26,"107,500","-2,000","27,521","2,934,408,000","106,500","108,000","105,500","1,062,018","9,879,236"
2018/12/24,"109,500","2,000","21,909","2,401,369,500","109,000","110,500","107,500","1,081,776","9,879,236"
2018/12/21,"107,500","2,000","25,751","2,764,776,000","106,000","109,000","105,500","1,062,018","9,879,236"
2018/12/20,"105,500","-2,000","21,972","2,316,805,000","107,000","107,000","103,000","1,042,259","9,879,236"
2018/12/19,"107,500","1,000","25,706","2,745,341,000","107,000","108,000","105,500","1,062,018","9,879,236"
2018/12/18,"106,500","-2,000","26,716","2,848,420,500","107,000","108,000","105,500","1,052,139","9,879,236"
2018/12/17,"108,500","0","22,044","2,372,889,500","109,000","109,500","106,500","1,071,897","9,879,236"
2018/12/14,"108,500","-2,000","40,344","4,393,932,500","112,000","112,500","106,000","1,071,897","9,879,236"
2018/12/13,"110,500","1,000","39,624","4,353,606,500","109,500","110,500","107,000","1,091,656","9,879,236"
2018/12/12,"109,500","2,000","35,456","3,840,420,000","107,500","109,500","106,500","1,081,776","9,879,236"
2018/12/11,"107,500","-2,000","33,014","3,587,170,500","110,500","111,000","107,000","1,062,018","9,879,236"
2018/12/10,"109,500","500","41,899","4,575,570,500","107,000","112,000","107,000","1,081,776","9,879,236"
2018/12/07,"109,000","-2,000","38,874","4,283,265,000","112,000","113,000","108,500","1,076,837","9,879,236"
2018/12/06,"111,000","500","39,416","4,381,801,000","112,000","113,500","108,500","1,096,595","9,879,236"
2018/12/05,"110,500","4,500","55,101","5,994,723,500","103,500","111,500","103,000","1,091,656","9,879,236"
2018/12/04,"106,000","3,000","51,684","5,503,323,500","103,000","109,000","102,500","1,047,199","9,879,236"
2018/12/03,"103,000","500","58,512","6,153,597,500","107,500","111,000","102,500","1,017,561","9,879,236"
2018/11/30,"102,500","1,500","55,321","5,772,191,000","102,500","107,500","102,000","1,012,622","9,879,236"
2018/11/29,"101,000","1,100","18,086","1,842,833,500","101,000","103,500","101,000","997,803","9,879,236"
2018/11/28,"99,900","-1,100","30,730","3,079,021,900","102,000","102,500","99,600","986,936","9,879,236"
2018/11/27,"101,000","-1,000","16,093","1,640,125,000","103,000","104,000","100,500","997,803","9,879,236"
2018/11/26,"102,000","2,000","17,378","1,772,751,900","100,000","103,000","99,900","1,007,682","9,879,236"
2018/11/23,"100,000","-2,000","11,549","1,164,394,300","102,000","103,000","99,900","987,924","9,879,236"
2018/11/22,"102,000","-1,000","19,550","2,012,271,000","103,000","104,500","101,500","1,007,682","9,879,236"
2018/11/21,"103,000","1,000","29,430","2,997,879,800","101,000","105,000","98,600","1,017,561","9,879,236"
2018/11/20,"102,000","-1,500","31,434","3,217,587,500","101,000","103,500","100,500","1,007,682","9,879,236"
2018/11/19,"103,500","3,700","36,429","3,727,531,700","99,900","103,500","99,900","1,022,501","9,879,236"
2018/11/16,"99,800","2,300","38,430","3,831,933,800","98,000","102,000","97,000","985,948","9,879,236"
2018/11/15,"97,500","1,200","34,062","3,275,642,400","95,100","98,400","94,100","963,226","9,879,236"
2018/11/14,"96,300","1,800","30,335","2,914,106,800","94,500","98,200","93,100","951,370","9,879,236"
2018/11/13,"94,500","2,600","27,487","2,569,645,400","90,700","94,900","90,400","933,588","9,879,236"
2018/11/12,"91,900","-1,900","20,085","1,859,426,900","92,000","93,900","91,600","907,902","9,879,236"
2018/11/09,"93,800","-2,200","26,959","2,544,643,400","96,800","96,800","93,300","926,672","9,879,236"
2018/11/08,"96,000","2,800","25,245","2,415,902,900","95,800","96,500","93,900","948,407","9,879,236"
2018/11/07,"93,200","-1,900","28,728","2,729,815,900","95,000","96,900","93,100","920,745","9,879,236"
2018/11/06,"95,100","2,900","63,331","6,055,424,700","92,900","97,600","92,600","939,515","9,879,236"
2018/11/05,"92,200","1,500","40,313","3,705,159,000","91,600","93,000","90,200","910,866","9,879,236"
2018/11/02,"90,700","3,800","34,790","3,117,683,700","86,700","90,900","86,700","896,047","9,879,236"
2018/11/01,"86,900","200","38,825","3,387,074,700","87,600","88,300","86,400","858,506","9,879,236"
