년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2016/12/29,"39,250","300","586,340","22,979,519,500","38,700","39,400","38,700","15,910,511","405,363,347"
2016/12/28,"38,950","-550","662,314","25,771,685,800","38,600","39,100","38,600","15,788,902","405,363,347"
2016/12/27,"39,500","500","879,686","34,684,032,250","39,050","39,700","39,050","16,011,852","405,363,347"
2016/12/26,"39,000","-100","465,612","18,173,653,350","39,100","39,350","38,850","15,809,171","405,363,347"
2016/12/23,"39,100","300","1,070,783","41,858,328,950","38,700","39,350","38,650","15,849,707","405,363,347"
2016/12/22,"38,800","-450","889,916","34,515,183,250","39,050","39,150","38,600","15,728,098","405,363,347"
2016/12/21,"39,250","-100","462,500","18,196,918,100","39,500","39,650","39,200","15,910,511","405,363,347"
2016/12/20,"39,350","100","459,405","18,082,082,100","39,300","39,550","39,300","15,951,048","405,363,347"
2016/12/19,"39,250","0","426,739","16,754,844,500","39,050","39,450","39,050","15,910,511","405,363,347"
2016/12/16,"39,250","50","724,189","28,298,176,000","39,200","39,350","38,900","15,910,511","405,363,347"
2016/12/15,"39,200","-400","717,484","28,075,597,500","39,100","39,350","39,000","15,890,243","405,363,347"
2016/12/14,"39,600","0","712,341","28,217,726,750","39,650","39,800","39,350","16,052,389","405,363,347"
2016/12/13,"39,600","750","880,200","34,527,722,800","38,950","39,600","38,850","16,052,389","405,363,347"
2016/12/12,"38,850","-200","645,844","25,151,642,400","39,200","39,350","38,650","15,748,366","405,363,347"
2016/12/09,"39,050","150","765,539","29,766,728,600","38,900","39,150","38,550","15,829,439","405,363,347"
2016/12/08,"38,900","1,250","1,154,923","44,441,849,550","37,950","38,900","37,750","15,768,634","405,363,347"
2016/12/07,"37,650","-350","615,435","23,220,400,650","38,150","38,150","37,500","15,261,930","405,363,347"
2016/12/06,"38,000","650","670,521","25,358,930,519","37,600","38,000","37,400","15,403,807","405,363,347"
2016/12/05,"37,350","150","517,367","19,319,748,150","37,350","37,600","37,000","15,140,321","405,363,347"
2016/12/02,"37,200","50","772,443","28,899,877,800","37,200","37,750","37,200","15,079,517","405,363,347"
2016/12/01,"37,150","-250","783,662","29,143,948,288","37,400","37,600","37,050","15,059,248","405,363,347"
2016/11/30,"37,400","250","1,193,355","44,613,429,400","37,100","37,600","37,100","15,160,589","405,363,347"
2016/11/29,"37,150","100","462,645","17,190,605,700","37,000","37,400","36,950","15,059,248","405,363,347"
2016/11/28,"37,050","150","540,078","20,055,097,850","36,950","37,400","36,650","15,018,712","405,363,347"
2016/11/25,"36,900","-50","515,190","18,981,186,658","37,000","37,050","36,700","14,957,908","405,363,347"
2016/11/24,"36,950","200","577,907","21,314,287,600","36,750","37,050","36,750","14,978,176","405,363,347"
2016/11/23,"36,750","-200","949,293","34,952,953,750","36,800","37,100","36,600","14,897,103","405,363,347"
2016/11/22,"36,950","-50","726,347","26,897,268,550","37,200","37,300","36,850","14,978,176","405,363,347"
2016/11/21,"37,000","350","845,255","31,274,225,150","36,500","37,350","36,500","14,998,444","405,363,347"
2016/11/18,"36,650","0","1,527,823","56,096,126,532","36,750","36,950","36,600","14,856,567","405,363,347"
2016/11/17,"36,650","-350","1,341,878","49,409,962,850","36,900","37,100","36,600","14,856,567","405,363,347"
2016/11/16,"37,000","50","2,000,024","74,411,807,642","37,100","37,550","37,000","14,998,444","405,363,347"
2016/11/15,"36,950","-650","1,985,921","73,520,944,500","37,650","37,650","36,550","14,978,176","405,363,347"
2016/11/14,"37,600","-400","1,484,410","56,322,345,950","38,000","38,250","37,600","15,241,662","405,363,347"
2016/11/11,"38,000","-100","2,093,897","79,609,127,100","37,700","38,250","37,700","15,403,807","405,363,347"
2016/11/10,"38,100","-1,750","3,223,287","123,766,794,400","40,200","40,200","37,850","15,444,344","405,363,347"
2016/11/09,"39,850","-1,600","1,930,741","77,658,689,200","41,450","41,700","39,050","16,153,729","405,363,347"
2016/11/08,"41,450","550","594,573","24,546,511,100","41,150","41,650","40,900","16,802,311","405,363,347"
2016/11/07,"40,900","-100","388,988","15,954,465,650","41,350","41,350","40,850","16,579,361","405,363,347"
2016/11/04,"41,000","-150","547,031","22,424,440,250","40,950","41,300","40,750","16,619,897","405,363,347"
2016/11/03,"41,150","300","675,165","27,742,489,600","41,000","41,300","40,750","16,680,702","405,363,347"
2016/11/02,"40,850","0","581,676","23,742,723,000","40,650","41,000","40,600","16,559,093","405,363,347"
2016/11/01,"40,850","150","493,495","20,168,285,250","40,850","41,100","40,700","16,559,093","405,363,347"
2016/10/31,"40,700","-450","837,677","34,108,790,150","41,050","41,300","40,450","16,498,288","405,363,347"
2016/10/28,"41,150","-500","918,017","37,876,686,400","41,700","41,900","41,000","16,680,702","405,363,347"
2016/10/27,"41,650","200","764,946","31,668,619,050","41,350","41,800","41,000","16,883,383","405,363,347"
2016/10/26,"41,450","-200","656,148","27,071,740,300","41,650","41,800","40,950","16,802,311","405,363,347"
2016/10/25,"41,650","300","844,675","35,249,255,650","41,350","41,950","41,250","16,883,383","405,363,347"
2016/10/24,"41,350","300","560,829","23,057,737,900","41,100","41,350","40,850","16,761,774","405,363,347"
2016/10/21,"41,050","250","556,911","22,865,395,750","40,900","41,250","40,900","16,640,165","405,363,347"
2016/10/20,"40,800","-650","1,218,979","49,832,854,550","41,450","41,550","40,750","16,538,825","405,363,347"
2016/10/19,"41,450","-200","467,426","19,414,505,350","41,600","41,800","41,350","16,802,311","405,363,347"
2016/10/18,"41,650","0","607,342","25,309,366,600","41,500","41,900","41,450","16,883,383","405,363,347"
2016/10/17,"41,650","300","550,383","22,896,677,200","41,700","41,850","41,400","16,883,383","405,363,347"
2016/10/14,"41,350","-650","979,885","40,710,902,600","42,000","42,250","41,350","16,761,774","405,363,347"
2016/10/13,"42,000","-400","682,545","28,695,333,400","42,300","42,600","41,900","17,025,261","405,363,347"
2016/10/12,"42,400","350","669,575","28,440,218,050","42,300","42,800","42,100","17,187,406","405,363,347"
2016/10/11,"42,050","350","603,423","25,383,340,150","42,150","42,300","41,900","17,045,529","405,363,347"
2016/10/10,"41,700","-450","738,300","30,946,243,200","42,350","42,350","41,650","16,903,652","405,363,347"
2016/10/07,"42,150","-100","528,568","22,272,745,500","42,100","42,400","41,850","17,086,065","405,363,347"
2016/10/06,"42,250","100","686,862","29,069,992,550","42,200","42,550","42,000","17,126,601","405,363,347"
2016/10/05,"42,150","-150","703,518","29,589,374,050","41,900","42,300","41,600","17,086,065","405,363,347"
2016/10/04,"42,300","150","817,968","34,708,064,900","42,050","42,800","42,050","17,146,870","405,363,347"
2016/09/30,"42,150","-800","1,258,308","53,041,401,500","42,500","42,750","41,850","17,086,065","405,363,347"
2016/09/29,"42,950","50","636,058","27,359,734,150","43,200","43,350","42,800","17,410,356","405,363,347"
2016/09/28,"42,900","-1,300","1,132,813","48,957,413,650","43,750","43,900","42,850","17,390,088","405,363,347"
2016/09/27,"44,200","450","716,558","31,549,693,450","43,800","44,300","43,450","17,917,060","405,363,347"
2016/09/26,"43,750","-1,050","785,928","34,448,300,200","44,550","44,550","43,600","17,734,646","405,363,347"
2016/09/23,"44,800","800","908,310","40,449,171,050","44,400","44,800","44,000","18,160,278","405,363,347"
2016/09/22,"44,000","-100","673,908","29,754,890,450","44,200","44,600","44,000","17,835,987","405,363,347"
2016/09/21,"44,100","-300","652,478","28,636,081,200","44,100","44,300","43,600","17,876,524","405,363,347"
2016/09/20,"44,400","150","847,420","37,604,059,800","44,200","44,750","44,100","17,998,133","405,363,347"
2016/09/19,"44,250","250","1,122,159","49,519,989,850","44,150","44,600","43,500","17,937,328","405,363,347"
2016/09/13,"44,000","-700","1,224,132","54,162,368,000","45,050","45,100","43,800","17,835,987","405,363,347"
2016/09/12,"44,700","150","1,418,151","63,072,499,400","44,000","44,850","43,750","18,119,742","405,363,347"
2016/09/09,"44,550","350","1,714,670","75,995,496,100","44,100","44,550","43,700","18,058,937","405,363,347"
2016/09/08,"44,200","1,500","2,768,533","120,775,152,300","42,900","44,200","42,850","17,917,060","405,363,347"
2016/09/07,"42,700","0","1,145,395","49,153,205,400","42,750","43,150","42,500","17,309,015","405,363,347"
2016/09/06,"42,700","400","697,172","29,598,715,700","42,350","42,750","42,100","17,309,015","405,363,347"
2016/09/05,"42,300","550","833,754","35,206,650,700","42,000","42,500","41,800","17,146,870","405,363,347"
2016/09/02,"41,750","50","739,968","30,995,111,300","41,750","42,350","41,650","16,923,920","405,363,347"
2016/09/01,"41,700","-250","556,608","23,189,336,250","41,900","41,950","41,500","16,903,652","405,363,347"
2016/08/31,"41,950","200","964,608","40,442,363,350","41,550","42,200","41,400","17,004,992","405,363,347"
2016/08/30,"41,750","50","463,984","19,433,748,900","41,600","42,100","41,600","16,923,920","405,363,347"
2016/08/29,"41,700","-650","909,170","37,834,661,200","42,000","42,050","41,400","16,903,652","405,363,347"
2016/08/26,"42,350","-550","972,667","41,189,683,482","42,950","43,000","42,050","17,167,138","405,363,347"
