년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2019/12/30,"94,100","-1,900","1,862,634","176,605,784,000","95,600","96,300","94,100","68,505,023","728,002,365"
2019/12/27,"96,000","1,200","2,229,470","214,051,531,400","94,800","97,000","94,200","69,888,227","728,002,365"
2019/12/26,"94,800","1,000","1,559,839","147,464,169,900","94,000","95,100","93,500","69,014,624","728,002,365"
2019/12/24,"93,800","-800","1,464,093","138,254,125,000","95,000","95,600","93,800","68,286,622","728,002,365"
2019/12/23,"94,600","-400","1,720,279","162,845,300,100","95,800","96,200","94,100","68,869,024","728,002,365"
2019/12/20,"95,000","1,400","2,791,176","264,091,139,500","94,100","95,100","93,700","69,160,225","728,002,365"
2019/12/19,"93,600","600","4,938,375","468,204,781,728","95,400","96,400","93,400","68,141,021","728,002,365"
2019/12/18,"93,000","200","3,434,310","319,636,559,963","93,400","94,500","91,800","67,704,220","728,002,365"
2019/12/17,"92,800","4,200","5,070,618","466,466,873,700","91,000","93,800","90,200","67,558,619","728,002,365"
2019/12/16,"88,600","700","2,652,685","234,531,281,100","87,200","89,400","87,000","64,501,010","728,002,365"
2019/12/13,"87,900","4,500","5,831,965","509,017,661,500","87,200","88,200","85,800","63,991,408","728,002,365"
2019/12/12,"83,400","2,800","5,247,299","435,755,313,568","82,000","83,500","82,000","60,715,397","728,002,365"
2019/12/11,"80,600","-100","2,009,331","162,019,263,700","80,700","81,000","80,100","58,676,991","728,002,365"
2019/12/10,"80,700","0","1,831,960","147,169,033,500","79,800","80,900","79,400","58,749,791","728,002,365"
2019/12/09,"80,700","100","2,290,088","185,932,100,100","81,300","81,800","80,700","58,749,791","728,002,365"
2019/12/06,"80,600","1,800","3,054,204","245,159,604,796","79,300","80,800","79,100","58,676,991","728,002,365"
2019/12/05,"78,800","1,100","3,667,358","289,220,630,750","79,800","79,900","78,000","57,366,586","728,002,365"
2019/12/04,"77,700","-1,000","6,164,549","478,302,862,875","78,000","78,100","76,800","56,565,784","728,002,365"
2019/12/03,"78,700","-1,800","11,657,151","901,427,126,176","78,100","79,300","77,300","57,293,786","728,002,365"
2019/12/02,"80,500","-400","1,945,991","157,474,799,890","80,900","81,800","80,500","58,604,190","728,002,365"
2019/11/29,"80,900","-1,900","2,139,440","173,799,273,000","82,500","82,800","80,700","58,895,391","728,002,365"
2019/11/28,"82,800","100","1,413,983","117,686,527,100","83,100","83,800","82,500","60,278,596","728,002,365"
2019/11/27,"82,700","400","1,326,621","109,634,701,500","82,400","83,200","82,000","60,205,796","728,002,365"
2019/11/26,"82,300","600","4,521,090","374,086,444,700","82,000","84,100","82,000","59,914,595","728,002,365"
2019/11/25,"81,700","0","2,602,474","213,925,218,900","82,300","83,300","81,500","59,477,793","728,002,365"
2019/11/22,"81,700","800","2,089,767","170,585,265,600","80,900","82,100","80,700","59,477,793","728,002,365"
2019/11/21,"80,900","-1,800","3,346,746","271,077,068,200","81,700","82,500","80,500","58,895,391","728,002,365"
2019/11/20,"82,700","-2,600","3,315,169","277,651,346,800","84,400","85,200","82,600","60,205,796","728,002,365"
2019/11/19,"85,300","-200","2,260,299","193,081,266,800","85,400","86,000","84,600","62,098,602","728,002,365"
2019/11/18,"85,500","300","1,827,506","156,442,454,450","86,000","86,500","84,700","62,244,202","728,002,365"
2019/11/15,"85,200","1,800","2,394,138","203,013,766,200","84,200","85,200","83,400","62,025,801","728,002,365"
2019/11/14,"83,400","0","1,517,137","126,423,173,100","83,200","83,800","82,900","60,715,397","728,002,365"
2019/11/13,"83,400","200","1,370,289","113,968,635,388","83,300","83,600","82,300","60,715,397","728,002,365"
2019/11/12,"83,200","1,900","1,555,211","128,262,360,000","81,900","83,200","81,300","60,569,797","728,002,365"
2019/11/11,"81,300","-1,000","2,174,477","176,687,303,200","82,500","82,500","80,700","59,186,592","728,002,365"
2019/11/08,"82,300","-1,300","2,074,339","171,211,260,930","84,600","84,600","82,000","59,914,595","728,002,365"
2019/11/07,"83,600","100","1,594,558","133,259,685,800","83,700","84,300","82,800","60,860,998","728,002,365"
2019/11/06,"83,500","-1,600","2,127,745","179,156,269,777","84,800","85,200","83,500","60,788,197","728,002,365"
2019/11/05,"85,100","400","1,953,720","166,221,898,920","85,100","85,400","84,600","61,953,001","728,002,365"
2019/11/04,"84,700","1,600","2,182,879","184,780,044,800","84,000","84,900","83,800","61,661,800","728,002,365"
2019/11/01,"83,100","1,100","1,848,046","152,594,333,050","82,300","83,200","81,600","60,496,997","728,002,365"
2019/10/31,"82,000","500","1,978,755","163,449,040,200","81,900","83,400","81,600","59,696,194","728,002,365"
2019/10/30,"81,500","-1,500","1,927,042","157,792,413,100","83,400","83,400","81,000","59,332,193","728,002,365"
2019/10/29,"83,000","100","1,645,070","137,163,424,500","84,000","84,000","82,900","60,424,196","728,002,365"
2019/10/28,"82,900","0","1,977,758","164,541,992,400","83,400","84,000","82,600","60,351,396","728,002,365"
2019/10/25,"82,900","2,900","4,229,200","348,044,170,065","82,400","82,900","81,500","60,351,396","728,002,365"
2019/10/24,"80,000","2,300","3,076,100","244,841,677,000","79,900","80,100","78,700","58,240,189","728,002,365"
2019/10/23,"77,700","-1,400","5,373,911","411,735,900,300","78,500","78,600","77,700","56,565,784","728,002,365"
2019/10/22,"79,100","1,600","3,453,958","272,536,226,700","78,900","79,300","78,200","57,584,987","728,002,365"
